Al2O3,Ba,Be,CaO,Ce,Ce_Yb,Conf_Max,Cs,Dy,Er,Eu,Fe2O3,FeO,Gd,Hf,Ho,K2O,LOI,La,La_Yb,Label_Source,Li,Li_Class,Li_Label,Lu,MgO,MnO,Na2O,Nb,Nd,P2O5,Pr,Pred_Class,Pred_Label,Prob_enriched,Prob_moderate,Prob_poor,Rb,Rb_Cs,Rb_Sr,RowID_unlabelled,SiO2,Sm,Sn,Sn_W,Source_Sheet,Sr,Ta,Ta_Nb,Tb,Th,TiO2,Tm,Total_Majors,U,W,Y,Yb,Zr,ilr_Al2O3_vs_rest,ilr_CaO_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_K2O_vs_rest,ilr_MgO_vs_rest,ilr_MnO_vs_rest,ilr_Na2O_vs_rest,ilr_P2O5_vs_rest,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest
16.628,28.9599022556391,11.2569022556391,2.2136,6.435533834586466,6.043650793650793,,0.5979172932330827,1.231751879699248,0.938075187969925,1.128225563909775,0.1558,0.14018884,0.7098947368421052,0.5007293233082707,0.281,0.5429,0.4715127701374726,4.126263157894737,3.875,original,2.203631578947368,0.0,poor,0.1309924812030075,0.0975,0.0048,6.5234,1.533113527620705,2.146586466165413,0.089,0.6549624060150376,,,,,,9.579353383458647,16.021201413427562,0.108326364830964,,72.3633,0.5366466165413534,1.643744360902256,0.48625,Bhandari et al 2022,88.43048872180451,0.6561113527620707,0.4279600570613409,0.2028270676691729,0.6232706766917293,0.0513,0.1521203007518797,99.28130161013746,28.66113092648979,3.380451127819549,7.489812030075187,1.064842105263158,11.802,3.995276807838888,2.0482272243339223,-0.4867142918923248,-0.6647548535248519,1.9276504246106512,-1.1598266488306288,-3.2437323399458604,3.71689960200374,0.5114169755018343,5.210179059372238,-1.8982488305509493
16.0694606086966,97.66456385870084,11.27744402056233,2.100943559257484,16.65865510427032,5.969692730049872,,4.373129348419805,5.070858709404749,2.649718748840353,0.6496064116930632,0.1828257512318656,0.1645066109584326,2.61292049061291,0.3780531906413755,0.9393672026956268,1.237722590690717,0.3664582884241411,8.827677006369385,3.1634317967626853,original,1.246812251206881,0.0,poor,0.4143198176359869,0.1363107601015498,0.0117961234703264,6.814227324691898,4.906077182309073,7.324822955948625,0.5167649708075186,1.88000892678627,,,,,,39.5987633637907,9.055017633562429,0.5924657696126531,,72.531741858266,2.483805490062002,0.0,0.0,Bhandari et al 2022,66.83721726181733,0.853249239553542,0.1739167990732578,0.6862554009938593,2.706378439887534,0.0216325888884087,0.4907749018235727,100.15439103548496,3.537040829388194,0.7440484684121327,28.50701969260939,2.790538116043227,12.3155662133993,3.554239815577813,1.4028396198455757,-0.7739050201552314,-0.9903985303079276,1.9467792710224847,-1.346691482347533,-2.429699330895354,3.033628626627457,1.6834202667281952,4.953126839484557,-3.0879097043211057
16.27969632345981,2.925289314340951,530.6034015351659,0.5052507971101811,12.25417346836053,1.3350243748640582,,53.62822335011315,5.698908108484802,4.238167919444261,0.0350829020061965,0.3868219039081421,0.3480623491365462,1.793153125846491,8.6324659149377,1.194784762365512,1.591130101897011,0.3590306173332494,6.696743896506533,0.7295731823236907,original,16.95643328581577,0.0,poor,1.607802292665988,0.0726783838920029,0.0277499283951284,7.425087983439356,7.901610099463459,4.504717109498745,0.163658196079474,1.398727824720427,,,,,,160.396153015104,2.990890672770452,79.38334873419922,,73.14616839923512,1.611798879845248,0.0,0.0,Bhandari et al 2022,2.02052641482991,2.833944819399842,0.3586540950169478,0.6337345726117715,3.110912237598559,0.0205269928026839,1.107064586491052,100.3258619766887,25.38857596218472,0.8629916939411336,37.26516170578315,9.178988563117688,169.8437141604883,3.622745373608969,0.0978659794188574,0.0837914382634449,-0.0178621605836415,2.2551816463537917,-1.7124634406212689,-1.8103166863801776,3.1246497383877454,0.4037245873436925,5.011022466424291,-3.088356110403584
20.54218037235676,7.638014864863202,5.022471243420256,0.2671199364401112,1.449991464294745,5.74377303468091,,8.569764475501161,0.1981041674717546,0.1251402357216491,0.0364797563099993,0.1338223650142011,0.1204133640397781,0.1073769425002468,1.132051631381352,0.0404722411190903,0.6770461414991757,0.4861744150713533,0.7450183940560013,2.951201208761244,original,6.930362493901429,0.0,poor,0.0459674710183707,0.031022939152896,0.0161858812971631,11.03877104466528,4.059142622757141,0.4292589122492726,0.0562326392483603,0.1297160674178854,,,,,,47.50867109760976,5.543754584320878,9.072195304292055,,66.73034211787947,0.118337057511377,0.0,0.0,Bhandari et al 2022,5.236733723659301,1.172776803173393,0.2889222952153362,0.0263683012363095,0.8017526742317598,0.0170239851831004,0.0482736299547533,100.11633520184763,1.378361435248719,0.755338877365405,1.115562250752523,0.2524458148920047,20.35239640313303,4.409810917167275,-0.1622397607171554,-0.4087503167795932,-0.5763520152232868,1.891692240531136,-2.130381315076745,-2.4058799826413115,3.962029016835555,-0.3722048898558754,5.386896206831347,-2.7765769024042317
11.75547558774845,32.9691031251323,8.556303155524722,0.7049061058632695,2.376144722155106,3.317559997414754,,23.10452142246421,0.7684611704052164,0.4909508553927191,0.2598350728923773,0.5788399844149541,0.5208402179765758,0.2973068272277855,0.1487280389374395,0.1494183329576275,3.176844412206934,0.3922722369323879,1.456671187244823,2.033796180481396,original,32.39225063625045,0.0,poor,0.1183318631954082,0.0513574448557524,0.0229756990144155,3.978850464614087,8.845970241517044,0.8126081201244466,0.1199228697521278,0.2458972199709198,,,,,,160.5278469634168,6.947897514437922,7.592419619067719,,79.15939217490208,0.2704578423539685,0.0,0.0,Bhandari et al 2022,21.14317372030712,2.106421988371336,0.2381222105502012,0.0924015487862598,1.245221307227012,0.0472373023711571,0.1221440211202895,100.50891450065218,3.085284257084376,1.328926754484932,5.064049150761779,0.7162326300072172,3.510331561803085,3.2666003585761003,0.4645945603215217,0.4584711741857615,0.4069847262217027,2.972686764472376,-2.032304580451316,-2.0064289181173565,2.5039729135069373,0.1907762202319248,5.003441812441192,-2.3053975337689288
16.142249887638,5.509750154648653,17.36704755200536,0.1267073113817719,0.505933303294281,12.056518234022136,,93.32269232122862,0.0601474902382483,0.02775299285167,0.015636038224052,0.1931355645001175,0.1737833809372057,0.0340668398975857,0.2783869280483272,0.0097209174191256,10.11175840733509,0.253485424588015,0.3263391599423661,7.776744497153719,original,18.85823972000134,0.0,poor,0.0071606159197337,0.0027498182470086,0.0879941839042773,2.726444791909093,8.19565844192322,0.1554839961061328,0.1169641000840306,0.0501305198178436,,,,,,1083.391103196374,11.609085381583329,556.9841747774914,,70.21523402824279,0.0395944866703924,0.0,0.0,Bhandari et al 2022,1.945102127235798,1.185035736035863,0.1445931091971884,0.0097424487631406,0.7955887306001407,0.0133486322670323,0.026013837922373,100.16385553103444,14.76419729690742,0.6941874084210978,0.4502818173132852,0.0419634668545181,4.855278641232352,4.1132261338103735,-1.4053197226692324,-0.0955463293764941,-0.2212120750936833,3.720998980263978,-4.73392230924295,-0.7481441505987368,1.7099472866097476,-0.1995692959202389,5.421705034278198,-3.0469160076083
19.88553987103159,10.42845036648461,30.61649715665714,0.4350879452451628,0.5147222585305724,7.212728154434188,,32.59205500922714,0.1343698067343979,0.0559587956820063,0.0406057842651759,0.2694456554033633,0.2424472007319463,0.0836640521684641,0.338089949398885,0.020986854957702,1.258468890458346,0.4741379310345262,0.4123510588943803,5.778215421437021,original,33.10299667340748,0.0,poor,0.0125810478470865,0.081512394639808,0.0336400358830953,9.674098011457854,19.23032587709705,0.3109244916458626,0.1292632653651625,0.084930382860362,,,,,,157.2708921778773,4.825436510013018,49.68720811796761,,67.7290368604767,0.0971964215087319,0.0,0.0,Bhandari et al 2022,3.165218939339155,5.272147647080019,0.2741579981938343,0.0192887986053285,0.5573828542266552,0.0238670904323679,0.0308096903375467,100.23654515215992,0.5494821278580176,2.582115663207236,0.6965843656210423,0.0713630470343091,7.400726562794876,3.864551467285629,-0.0869388655273288,-0.241604028734461,-0.386825939194006,1.9843202456157247,-1.624033861004084,-1.8708499492007704,3.3612823668997622,0.0189782824204778,4.949754158312533,-2.9166536305590207
16.791283821594,10.83605281632563,4.866666202148482,0.1041556108132322,0.3658368477917056,41.9832570529456,,94.40928824979792,0.0160481084708492,0.0098657458557983,0.0161651405913964,0.0462355488054561,0.0416027468151494,0.0208220042436886,0.2383464742117357,0.0032328902950711,11.97181812619775,0.0709363599513726,0.2337844930575819,26.828993651884307,original,13.3709030304181,0.0,poor,0.0024949314894365,0.0067239698119934,0.0080687637743921,2.217565243995447,1.734477400280692,0.136902496856341,0.1049318105871657,0.0392047539715019,,,,,,1043.060056263313,11.048277935360302,375.743281438523,,68.65576616234054,0.0262045210752513,0.0,0.0,Bhandari et al 2022,2.77599123601089,0.9402319224090744,0.5420836975200231,0.0042524968906037,0.2160681574352329,0.0104450016496986,0.0218253848255001,100.02953316633618,0.15581574489468,0.1438483691938227,0.1244763367804188,0.0087138748508803,7.447525894310671,4.779939430182426,-0.8887966523454007,-0.9083151062029045,-1.1428052423283288,4.9559279154601805,-3.2881092799935816,-1.537096596633595,2.330710836293937,1.2071240641112138,5.937760625460338,-2.715311717216979
15.06111733934666,3.127737481375034,114.9813393610995,0.473114857709542,3.599682143769281,13.649370769230623,,6.221820502730212,0.7528648493223397,0.2035636138656794,0.0108589763787751,0.2732878666952441,0.2459044224523806,0.3550820387172963,0.7076227187973075,0.0885225063697932,0.2832750973094402,0.0790826413602127,1.848978690590908,7.011006717902987,original,7.055858037549283,0.0,poor,0.0380789357912785,0.0145036849822433,0.2571107792306773,8.309292978008864,59.60934821161689,1.039488226164191,0.1328421168241323,0.3722904534836098,,,,,,17.20109630654764,2.764640397292012,27.991394689047265,,75.10271787168914,0.4367050321468995,0.0,0.0,Bhandari et al 2022,0.6145137281522541,17.12284158037614,0.2872509445932706,0.117623885731104,2.21527967682595,0.0115210207272895,0.0577993822015223,100.24377067633584,5.865236994226661,1.34480409176684,4.140946506371435,0.2637251346328681,10.70718685917196,3.915840581475172,0.2402641343851313,0.1254892531241672,0.0294187172747671,0.6149050948866739,-3.023363015130759,0.8336885404864585,3.498314697967077,-0.0578397096143813,5.396300077187887,-3.299748932842794
16.12483551510283,495.8224725019206,1.252805518238673,0.8593925416998855,7.596737441039195,49.84115761608592,,2.823732973139086,0.4469781636457135,0.14587641685475,0.8758467566056468,0.2668865848335256,0.2401445490332063,0.6031114691937178,0.4918947442943097,0.0578013655884506,3.076270264699712,0.7892635869181626,4.260507365266101,27.952607387688595,original,10.13240229669533,0.0,poor,0.0203099515576053,0.0814491108779964,0.0355034585878446,3.397889830730775,3.595899669747182,2.770804828256507,0.1113137848665951,0.7973348008015446,,,,,,54.75651495910046,19.39153435539932,0.2794917674850269,,75.13053946873033,0.8221974615559302,0.0,0.0,Bhandari et al 2022,195.914589727706,1.163491129780049,0.3235605096462135,0.0967988619239838,2.72445351221182,0.0167075099236915,0.0248694225287857,100.13019620600456,0.7305685542837368,0.1948193089169196,2.106725447231801,0.1524189606420256,21.71989616701163,3.5684519663266574,0.4866811299945978,-0.3604266494326727,-0.5215581268353309,2.638876401500096,-1.7701405511628825,-2.19307062811214,2.1330037511375077,-0.333140505565015,5.018057952399085,-3.3246542993634955
15.60290012875929,107.3619050793703,4.472988075150151,1.863899744653817,30.02809230478881,89.28208703336507,,1.652481960639699,1.566386135608111,0.4836100303032071,0.4451724651595401,0.2541438038173126,0.2286785946748179,1.97739569456265,2.626431114915493,0.2236743640071505,1.837498898412262,0.445674023068767,13.97711672762393,41.55795644574495,original,6.316137697506512,0.0,poor,0.0499596957500624,0.0908189110709508,0.0063362030979733,5.855707696377006,73.27885789025812,10.23433010303712,0.0438254047609821,2.795215080361936,,,,,,57.59067098970509,34.851013421902,0.6369428569520736,,73.50312403803945,2.371011758462648,0.0,0.0,Bhandari et al 2022,90.41732764739751,12.86572129373937,0.175572077187761,0.3401506264205261,25.49127908598835,0.4488143861064431,0.0604537451320122,100.18142183283906,2.970823592078415,22.37989466813355,6.858347565055261,0.3363282972268244,67.54477536377901,3.791569152640217,1.7773080494046851,-0.1279654768838271,-0.257971933102736,3.124157985849365,-1.2953202922933094,-3.007542990232305,3.4566137770807828,-0.1573552905559486,4.923540016124332,0.0461434466803607
15.18803800800397,80.22009774154282,3.036195622032619,0.25304610356966,4.753140844709081,36.585406813130206,,12.33925622817775,0.844549676078178,0.1151550934954645,0.0587601472219395,1.479399640399283,1.331163796431275,0.7346832828301832,3.726358217361399,0.067617155057885,4.156282251131667,0.3836171262641306,1.78951928917305,13.774111336763214,original,36.20395462778663,0.0,poor,0.0145591012279942,0.1244143342550828,0.303655324283592,4.683461633568458,4.910490373297126,1.640806662599517,0.3097706051198588,0.4721608052105553,,,,,,426.0740478981748,34.529961937673214,36.23771352454538,,73.06495368820958,0.9949224954690098,0.0,0.0,Bhandari et al 2022,11.75775197873829,2.672649922871839,0.5442735286490951,0.1894447000068975,2.185475152930266,0.0077352078432159,0.019588987402664,101.28553771907978,7.195241835708424,0.6337665597245035,3.784158652091084,0.129919037636701,78.45576114877775,2.911239391672046,-1.1899602712828607,0.7847230388086041,0.7769195684630544,2.192706609481815,-1.6629899460522417,-0.1652874345971462,1.80527261595668,-0.0791487962179391,4.567812523181534,-4.596296923509397
16.34558190564523,1111.465795601609,3.822955319552353,2.408474071957004,14.08457724919391,148.23962379320378,,4.069293508188979,0.3292777353425393,0.1198274669411777,1.298024783217353,0.2642677834580925,0.2377881515555916,0.6629380726467892,0.2897755030975664,0.0475175719956944,6.712753677272626,0.4920388866913829,7.324377245843704,77.08878358457747,original,10.17474995162298,0.0,poor,0.0130576929000908,0.1527325021241027,0.0032041783662399,2.482170174380522,1.166177825614821,4.415460991224506,0.0343915144643084,1.251351205018962,,,,,,152.4908874865241,37.47355337717811,0.2855898656638511,,70.85079203429704,0.8464692256647245,0.0,0.0,Bhandari et al 2022,533.9506257760945,0.1513278796508782,0.129763983096743,0.0818719379172337,2.49177278309852,0.0405862593057056,0.0157379977133063,100.02478113951786,0.5528454442761207,0.0847593276306409,1.627630113025361,0.0950122301230478,14.44026039011838,3.786528149971125,2.082124751061264,-0.1414908721310595,-0.273308289763322,4.484415298749363,-0.793751367704647,-3.559647699455629,2.583769005103296,-0.117327997360498,5.052886581923375,-2.294095193910532
14.09076632629091,1040.412410749575,2.012432333469509,0.6092517573383361,9.420253558578896,45.81429691407676,,6.172695083160093,0.56606494702789,0.2402547827592709,1.360402981189524,0.3624273564779188,0.3261121353588313,0.5717626049592508,0.2539574726316413,0.100633567808155,7.27463233122242,0.5741810076155267,5.150574120555159,25.049212377322828,original,5.99677851261048,0.0,poor,0.0247878822956218,0.2921497334677005,0.0010396787667889,1.27152713178291,1.120099797999221,2.564428863883133,0.0771441644957415,0.7790395175689068,,,,,,141.2096935023967,22.87650557819305,1.2342626321073749,,75.2342746011502,0.6283866713446321,0.0,0.0,Bhandari et al 2022,114.4081412084038,0.2040741721063029,0.182192847879118,0.1026326141330169,1.469075098528015,0.0447061869719256,0.0357082291334315,100.1582124109392,0.918639790576956,2.435081976041879,2.948599420542756,0.2056182063919103,10.02376231314589,3.73488778780083,0.9646312574400384,0.2932369754567287,0.2196267556845414,4.601167925005192,0.1348167305166002,-4.464695482723765,2.004012135247454,0.9387650646783592,5.188504550653819,-2.1070926583034044
13.04975340828601,165.4719440904355,2.847770038342128,0.5489947425884963,8.000546196487736,5.084148770930582,,6.733990493226265,3.341251985623038,1.371855647252235,0.1944970836779619,0.6703509504510793,0.6031817852158812,2.082609881261652,0.5650665489537599,0.5320038045156267,4.348504688881468,1.469600793522249,2.417623419937662,1.5363397494592412,original,12.43268303879768,0.0,poor,0.2044959673889376,0.215146588311708,0.0180172019768425,0.919937136229372,20.39348811649807,4.185293448229701,0.3688227228200708,0.9581187688329164,,,,,,180.6066972263783,26.82015922179441,5.136711565545554,,78.27626390609763,2.188015120694188,0.0,0.0,Bhandari et al 2022,35.15998414974204,1.674137156944079,0.0820917514149883,0.5706997061963694,0.466058938606749,0.0646499600345526,0.248639681057004,100.55322388441536,0.9334722221120836,22.6555266400658,14.38250247191981,1.573625508803384,16.5862421714519,3.0993494294510944,0.0445777750108078,0.3163716150513604,0.2458589712724707,2.6091534852797182,-0.8296047165193521,-3.112273297361226,0.631743963019277,0.6681224811487205,4.736372262237424,-2.2570709574075543
14.4111560747092,527.5795873572631,2.84145274109214,0.910155358348333,16.79945625695379,10.696047590722298,,4.442435436383581,2.898251986263549,1.589495668770592,0.8927646123710492,1.029102069787315,0.925986042394626,1.444039740206152,1.379914327700892,0.5883675372467075,4.62371986471934,0.8267385491573951,8.43902050537531,5.373040862987019,original,6.804936628423235,0.0,poor,0.1888656266111413,0.839389690534168,0.0043548103270255,1.35870082203196,1.154343154429893,5.181339917385946,0.0616205661274111,1.492213676354787,,,,,,98.09274435788672,22.080848616168144,1.2749973367928686,,75.737772505046,1.297338523656743,0.0,0.0,Bhandari et al 2022,76.93564647329339,0.3792914512274402,0.3285777281840984,0.3767976568526871,2.472486241132287,0.0968945297763177,0.2712780353415493,100.82559088295908,3.088046377771416,1.560484171204864,18.87136488448195,1.570622803840697,41.48248867551587,3.257696800364752,1.1146285925556578,0.8427983976515512,0.8427708356627427,3.754826123387661,0.8670969968111797,-3.709628859801742,1.8130971407495584,0.0217277102029239,4.71396882471408,-1.8226508163982087
