SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W,RowID_unlabelled,Pred_Class,Pred_Label,Conf_Max,Prob_poor,Prob_moderate,Prob_enriched
69.77,0.08,16.74,1.79,0.92,0.46,0.53,3.34,5.06,0.05,0.04,0.42,,205.0,11.4,,0.5,1.7,,,96.0,15.6,29.4,38.4,1.8,12.3,7.2,6.7,13.1,1.6,5.1,2.0,0.1,2.6,0.6,4.4,0.8,2.4,0.4,2.7,0.4,"Gou Zheng-Bin, et al., 2016,",,,99.2,4.488811461970049,-2.184167603205347,3.217886735767828,1.2265103001923912,0.6791785898364513,0.0355633594995621,0.1972495013862733,2.2997121541630205,3.4485732357911734,-0.7777489822718933,-1.6626733894545571,13.14102564102564,0.2941176470588235,17.982456140350877,2.4814814814814814,4.851851851851851,,242,0,poor,0.9652284,0.9652284,0.017970195,0.016801372
73.9,0.06,14.75,0.41,0.4,0.17,0.69,2.97,5.01,0.11,0.01,0.74,,301.0,18.5,,5.7,9.4,,,108.0,43.0,14.4,18.5,0.8,3.0,1.8,6.1,9.3,1.3,4.2,1.1,0.3,1.3,0.3,2.1,0.4,1.5,0.2,1.7,0.2,"Gou Zheng-Bin, et al., 2016,",,,99.22,4.858200168957929,-2.1415616955408536,3.434829042586179,0.0400786503096319,0.0190474046017446,-0.9022309822682064,0.467067474589461,2.203949563989568,3.44904949815594,0.2007460753168366,-3.0434336140729785,7.0,0.6063829787234043,16.27027027027027,3.5882352941176467,5.470588235294119,,243,0,poor,0.96601516,0.96601516,0.01717396,0.016810898
75.32,0.06,14.27,0.3,0.32,0.13,0.7,3.28,5.09,0.09,0.02,0.61,,241.0,14.8,,1.5,10.4,,,199.0,37.3,15.5,28.9,1.2,5.7,5.8,7.0,13.2,1.6,5.8,1.6,0.3,1.9,0.4,2.6,0.5,1.5,0.2,1.5,0.2,"Gou Zheng-Bin, et al., 2016,",,,100.19,4.911940563819568,-2.1026538910926043,3.442970008372112,-0.2470523490690536,-0.2111364515230552,-1.2167600450703937,0.4045422144626117,2.222285032235231,3.37637278781644,-0.1672070239393825,-2.4166977142252213,6.461126005361931,0.1442307692307692,16.283783783783782,4.666666666666667,8.799999999999999,,244,0,poor,0.9659176,0.9659176,0.017266544,0.01681583
73.45,0.05,15.18,0.1,0.34,0.12,0.65,4.22,4.88,0.14,0.01,0.48,,476.0,25.8,,0.6,6.2,,,127.0,38.8,9.7,28.9,1.2,2.7,2.3,4.6,8.9,1.2,4.3,1.5,0.3,2.0,0.4,2.0,0.3,0.7,0.1,0.5,0.1,"Gou Zheng-Bin, et al., 2016,",,,99.62,5.026589843301278,-2.1419144652063635,3.656912912368652,-1.2386805218586994,-0.0962607253043947,-1.2360510633526676,0.3882179508456376,2.5668824975981366,3.481620696209479,0.5743700917579884,-2.737352486149188,12.268041237113405,0.0967741935483871,18.449612403100776,9.2,17.8,,245,0,poor,0.96378875,0.96378875,0.01856576,0.01764553
67.28,0.69,15.33,5.15,4.633970000000001,1.39,1.41,3.3,5.05,0.07,0.08,,,355.6,,,,,,,662.0,97.7,44.7,139.1,,,,23.87,50.48,6.08,23.45,5.38,0.63,5.88,1.09,7.04,1.62,4.79,,4.57,0.66,"King Jess, et al., 2011, GSAB",,,104.38397,5.98707285180679,1.7550420648801968,5.208881647844291,4.666722723499296,5.178693463601364,4.679252462081706,5.55221566026813,7.750748586765181,10.49745895830137,9.6053962915968,16.825876310331502,3.63971340839304,,,5.223194748358862,11.045951859956237,,247,0,poor,0.9655608,0.9655608,0.017661208,0.016777987
76.2,0.05,14.84,0.28,0.251944,0.07,2.28,4.46,1.46,0.02,0.01,,,80.92,,,,,,,213.0,103.0,24.82,15.1,,,,9.89,21.67,2.53,9.76,3.01,0.35,3.19,0.64,3.97,0.81,2.43,,2.3,0.32,"King Jess, et al., 2011, GSAB",,,99.921944,7.434569452901033,0.4573444297416146,6.506623873902004,3.0634961399897223,3.3608053913496247,2.4973971648438957,6.770872555369825,9.042762417767088,10.384687753548384,9.431448065617795,15.355489095128682,0.7856310679611651,,,4.300000000000001,9.421739130434784,,248,0,poor,0.96382326,0.96382326,0.019345406,0.016831288
63.99,0.57,15.86,6.1,5.48878,2.71,5.23,3.25,1.54,0.11,0.11,,,71.49,,,,,,,359.7,210.4,20.94,119.6,,,,22.62,45.1,5.16,19.35,3.92,0.92,3.86,0.59,3.44,0.7,2.03,,1.88,0.28,"King Jess, et al., 2011, GSAB",,,104.95878000000002,5.788707223581605,1.38994626806814,5.042470009350241,4.624179924285182,5.130454463545465,5.161833442016077,6.8277779347867975,7.830374315289576,9.246555602432448,9.844432408442223,17.051057103099577,0.3397813688212927,,,12.031914893617024,23.989361702127663,,249,0,poor,0.96671385,0.96671385,0.016469143,0.016817056
70.95,0.28,14.36,1.93,1.736614,0.64,2.03,3.21,2.92,0.06,0.03,,,136.4,,,,,,,476.1,165.2,15.3,58.9,,,,15.79,31.97,3.86,14.01,2.88,0.84,2.77,0.5,3.25,0.77,2.29,,2.03,0.29,"King Jess, et al., 2011, GSAB",,,98.146614,6.477626964767756,1.2907896372190113,5.577418557855615,4.107076446541967,4.544114233176106,4.168885630567256,6.197189376630243,8.102298372000671,10.35068671987729,9.879954654349143,16.132325294340777,0.8256658595641647,,,7.77832512315271,15.748768472906406,,250,0,poor,0.96448064,0.96448064,0.018760182,0.016759217
74.69,0.06,14.99,0.39,0.350922,0.11,1.73,3.64,4.26,0.03,0.01,,,191.7,,,,,,,490.4,140.0,30.35,31.9,,,,10.33,21.27,2.44,9.35,2.49,0.77,2.87,0.59,4.01,0.92,2.78,,2.66,0.36,"King Jess, et al., 2011, GSAB",,,100.260922,7.2148552094040515,0.4288721665224527,6.293563894427581,3.166078019802392,3.477122309780699,2.762001491483661,6.286429677454549,8.530935811144458,11.195008401565316,9.762508940073603,15.355489095128682,1.3692857142857142,,,3.883458646616541,7.996240601503759,,251,0,poor,0.9624944,0.9624944,0.02069762,0.016808081
73.14,0.11,14.89,0.98,0.881804,0.27,1.64,3.7,3.96,0.05,0.04,,,261.2,,,,,,,289.4,96.61,33.32,46.7,,,,10.04,20.81,2.43,9.22,2.47,0.59,3.05,0.66,4.43,0.97,2.99,,3.08,0.43,"King Jess, et al., 2011, GSAB",,,99.661804,6.7485104617327405,0.5757320470738333,5.8099448323357175,3.609773431578812,3.98022561724676,3.317590876339221,5.901641833251046,8.137678916550554,10.584115412548192,9.613644012321918,16.33574723859723,2.703653866059414,,,3.2597402597402594,6.756493506493506,,252,0,poor,0.95290935,0.95290935,0.030532448,0.01655815
74.05,0.04,15.19,0.77,0.6928460000000001,0.12,1.55,3.82,2.0,0.03,0.1,,,137.3,,,,,,,71.6,60.46,71.06,47.8,,,,3.83,8.07,0.94,3.86,1.71,0.19,3.09,0.95,8.1,2.05,7.08,,8.31,1.2,"King Jess, et al., 2011, GSAB",,,98.362846,6.985524120702159,-0.2385771406501417,5.997039620157774,3.5420032880084618,3.903381497445781,2.613438979954266,5.89497925921703,8.228307232091453,9.875488497130792,8.82248251221121,16.98366262864383,2.2709229242474365,,,0.4608904933814681,0.9711191335740073,,253,0,poor,0.9589992,0.9589992,0.024251621,0.016749145
77.44,0.12,12.74,1.02,0.917796,0.27,0.33,5.12,1.92,0.13,0.01,,,113.9,,,,,,,119.4,28.57,25.7,67.6,,,,10.26,24.03,2.93,10.6,3.04,0.22,3.2,0.67,4.2,0.83,2.38,,2.15,0.28,"King Jess, et al., 2011, GSAB",,,100.017796,7.014028367361891,0.897934258219577,5.910056172551445,3.929536115325408,4.342802419997654,3.693047805648768,4.589496825273557,8.686407367030842,10.081539623783865,10.95976814323102,15.355489095128682,3.986699334966748,,,4.772093023255814,11.176744186046513,,254,0,poor,0.9476443,0.9476443,0.03588904,0.01646666
76.97,0.07,13.27,0.25,0.22495,0.22,0.69,7.27,0.21,0.14,0.01,,,15.1,,,,,,,9.93,28.41,21.88,57.3,,,,4.32,10.81,1.34,4.86,1.81,0.09,2.11,0.53,3.43,0.68,2.05,,2.27,0.3,"King Jess, et al., 2011, GSAB",,,99.32495,7.405609533214859,0.7679704757914322,6.37749197003175,2.9175224930297987,3.195286833710299,3.6655660226800415,5.589320139152474,9.478259942122564,8.143655715952875,11.020277049114018,15.355489095128682,0.5315029919042591,,,1.9030837004405288,4.762114537444934,,255,0,poor,0.9528898,0.9528898,0.03052756,0.016582698
77.72,0.13,12.57,1.0,0.8998,0.17,0.77,3.7,4.28,0.03,0.04,,,243.1,,,,,,,195.1,52.4,41.3,76.7,,,,24.12,52.42,6.46,24.07,5.99,0.55,6.23,1.19,7.47,1.66,5.0,,5.5,0.83,"King Jess, et al., 2011, GSAB",,,101.3098,6.94711808099128,0.9048018703756824,5.81911589459192,3.821106449246815,4.21985473520377,3.0727788154787583,5.290531638034679,8.234526741347668,10.798876022773063,9.196556637066715,16.335747238597232,4.6393129770992365,,,4.385454545454546,9.530909090909091,,256,0,poor,0.9574341,0.9574341,0.025846142,0.016719714
76.16,0.13,12.63,1.68,1.511664,0.25,1.01,3.09,4.91,0.03,0.04,,,219.3,,,,,,,377.7,62.4,41.4,95.1,,,,33.61,74.51,8.57,31.87,7.22,0.6,7.17,1.25,7.36,1.56,4.28,,3.85,0.54,"King Jess, et al., 2011, GSAB",,,101.441664,6.783526440530847,0.7468621006309486,5.649526407187006,4.176712779968546,4.623074413373722,3.394578542310058,5.546028924441855,8.042679298468462,10.917799438540642,9.196556637066715,16.335747238597232,3.514423076923077,,,8.729870129870129,19.353246753246754,,257,0,poor,0.96478826,0.96478826,0.01836361,0.01684814
72.58,0.29,15.16,0.01,1.83,0.94,1.55,3.16,3.11,0.09,0.03,,,41.0,,,1.19,9.0,,,334.0,64.0,10.0,78.0,2.43,6.6,1.15,13.2,28.2,3.09,12.2,2.73,0.56,2.38,0.35,1.76,0.33,0.85,,0.8,0.11,"Zhang Hong-Fei, et al.,  2004",,,98.75,6.895711373994842,1.7617596054135083,6.118252329992247,-0.9276813297548848,4.517283200971991,4.496540422808857,5.868243709813932,7.983496112512661,10.28823249583551,10.21101552880495,16.132325294340777,0.640625,0.1322222222222222,,16.499999999999996,35.25,,258,0,poor,0.9543201,0.9543201,0.029065924,0.016613958
72.35,0.29,15.31,0.13,1.58,0.83,1.37,3.34,3.42,0.07,0.03,,,87.0,,,1.23,8.0,,,442.0,123.0,13.0,89.0,2.67,7.9,1.81,16.3,34.7,3.78,14.9,3.35,0.74,2.96,0.45,2.29,0.44,1.13,,1.07,0.16,"Zhang Hong-Fei, et al.,  2004",,,98.72,6.711709436563979,1.563524447390426,5.909473532363299,1.5489934252958664,4.426488991495382,4.41593497104778,5.773976434462034,8.067995270132014,10.443068572406458,10.005818157375783,16.132325294340777,0.7073170731707317,0.15375,,15.233644859813085,32.429906542056074,,259,0,poor,0.96168447,0.96168447,0.021592744,0.016722776
70.97,0.39,15.53,0.21,2.17,1.1,1.62,2.97,3.57,0.11,0.03,,,66.0,,,0.59,9.0,,,594.0,131.0,16.0,92.0,2.66,12.1,2.07,25.9,55.0,5.94,23.3,5.05,1.0,4.33,0.62,3.11,0.59,1.46,,1.24,0.18,"Zhang Hong-Fei, et al.,  2004",,,98.67,6.524923647628799,1.689835247856162,5.751862974855318,1.8663106386142108,4.612818152315542,4.592569383309605,5.858065673881547,7.852316320551379,10.349765885158613,10.374862465542186,16.132325294340777,0.5038167938931297,0.0655555555555555,,20.887096774193548,44.354838709677416,,260,0,poor,0.9668042,0.9668042,0.016381111,0.016814753
71.78,0.35,14.84,0.01,2.2,0.99,1.84,3.46,3.14,0.1,0.03,,,70.0,,,0.88,9.0,,,494.0,139.0,17.0,114.0,3.24,10.6,1.18,22.5,47.7,5.14,20.1,4.4,0.93,3.84,0.57,2.93,0.57,1.46,,1.24,0.18,"Zhang Hong-Fei, et al.,  2004",,,98.73999999999998,6.817222281425329,1.884634446413362,6.0333829603245865,-0.9999398944248084,4.632205120093251,4.4863228585764,5.987263100864828,8.038911613962107,10.266131442524545,10.29704202960435,16.132325294340777,0.5035971223021583,0.0977777777777777,,18.14516129032258,38.46774193548387,,261,0,poor,0.9666548,0.9666548,0.016533041,0.016812155
74.48,0.12,14.42,1.18,1.05,0.31,0.82,3.53,4.1,0.17,0.04,,,227.0,,,1.24,8.0,,,252.0,68.0,8.0,43.0,1.36,4.1,1.49,9.6,20.1,2.11,8.1,1.84,0.35,1.63,0.27,1.45,0.27,0.74,,0.72,0.1,"Zhang Hong-Fei, et al.,  2004",,,100.22,6.672611767417719,0.5648061395928354,5.672339078616471,3.6869276135255,4.055799459356319,3.365512216589745,5.047702321344668,7.814196314625493,10.26093015106562,10.612852468064728,16.33574723859723,3.338235294117647,0.155,,13.333333333333334,27.91666666666667,,266,0,poor,0.92380494,0.92380494,0.060003594,0.01619147
74.54,0.12,14.6,1.14,1.0,0.33,0.86,3.58,3.99,0.17,0.04,,,216.0,,,1.27,8.0,,,141.0,58.0,9.0,47.0,1.56,4.4,1.74,10.3,21.4,2.23,8.6,1.95,0.32,1.72,0.29,1.53,0.29,0.75,,0.72,0.1,"Zhang Hong-Fei, et al.,  2004",,,100.37,6.671106972500781,0.5623131544037785,5.682659416239118,3.64873007796546,3.997195918667943,3.418071780703076,5.093577930235398,7.832857522942472,10.23737794691868,10.612852468064728,16.33574723859723,3.724137931034482,0.15875,,14.305555555555555,29.72222222222222,,267,0,poor,0.9069724,0.9069724,0.07713054,0.015897032
72.79,0.21,15.32,1.6,1.38,0.54,1.18,3.54,3.97,0.15,0.03,,,137.0,,,1.09,8.0,,,394.0,104.0,10.0,83.0,2.52,9.0,1.58,19.2,41.0,4.45,17.4,3.83,0.68,3.05,0.42,1.95,0.35,0.84,,0.75,0.11,"Zhang Hong-Fei, et al.,  2004",,,100.71,6.504875858348169,0.9920629603075758,5.618620391275988,3.8856122694285977,4.247736910525799,3.891417058659286,5.460696837131468,7.916246324690293,10.35220419943378,10.628102904060157,16.132325294340777,1.3173076923076923,0.13625,,25.6,54.66666666666666,,268,0,poor,0.9412582,0.9412582,0.042373832,0.016367951
74.63,0.02,14.25,0.59,0.62,0.1,0.78,3.93,4.27,0.15,0.01,,,238.0,,,1.34,9.0,,,37.0,21.0,13.0,51.0,2.13,2.6,2.16,4.3,9.2,1.01,3.8,1.25,0.09,1.43,0.33,2.07,0.43,1.21,,1.29,0.18,"Zhang Hong-Fei, et al.,  2004",,,99.35,7.159213196597408,-0.7834720255336369,6.057941076099062,3.3954287530159184,3.9030756781579816,2.536145111362908,5.250987173771777,8.23909325188501,10.732434236721536,11.0766094927915,15.355489095128682,11.333333333333334,0.1488888888888889,,3.333333333333333,7.1317829457364335,,269,0,poor,0.946208,0.946208,0.03725647,0.016535573
73.92,0.02,14.86,0.65,0.51,0.12,0.75,4.12,4.32,0.14,0.02,,,277.0,,,1.42,8.0,,,40.0,17.0,9.0,26.0,1.16,2.5,3.22,5.0,12.2,1.58,5.5,1.82,0.12,1.12,0.27,1.7,0.42,1.2,,1.15,0.16,"Zhang Hong-Fei, et al.,  2004",,,99.43,7.083078745013942,-0.8568474239960143,6.021005004132364,3.412398949840255,3.6099874147579754,2.605603288027629,5.0904837993372,8.139154220812449,10.562338307245431,10.737300897610575,15.845618166862955,16.294117647058822,0.1775,,4.347826086956522,10.608695652173914,,271,0,poor,0.9639128,0.9639128,0.018979598,0.017107585
74.04,0.11,14.78,0.04,0.8,0.47,1.71,3.17,3.99,0.05,0.03,,,156.0,,,1.19,9.0,,,218.0,61.0,21.0,48.0,1.22,3.7,1.89,5.3,11.3,1.21,4.9,1.34,0.28,1.64,0.37,2.71,0.67,2.1,,2.24,0.33,"Zhang Hong-Fei, et al.,  2004",,,99.19,7.033702337143892,0.8753170829765454,6.133332527564162,0.5864914102336286,3.867591261848857,3.891414696361352,6.019168806195488,8.062039431608378,10.67369814534155,9.73108972659746,16.132325294340777,2.557377049180328,0.1322222222222222,,2.3660714285714284,5.044642857142857,,274,0,poor,0.9531582,0.9531582,0.030286184,0.016555581
73.65,0.1,14.92,0.13,0.73,0.4,1.86,3.3,4.1,0.05,0.03,,,180.0,,,1.64,10.0,,,191.0,60.0,30.0,58.0,1.9,5.4,1.26,7.5,15.9,1.72,6.9,1.85,0.34,2.28,0.52,3.78,0.94,2.93,,3.13,0.45,"Zhang Hong-Fei, et al.,  2004",,,99.27,6.942354940256395,0.6808279845407357,6.028720136415115,1.7096840482747844,3.783247362549623,3.718737115470956,6.083622781629508,8.091906095070426,10.697250349488492,9.73108972659746,16.132325294340777,3.0,0.1639999999999999,,2.396166134185304,5.079872204472844,,275,0,poor,0.9480876,0.9480876,0.035417806,0.016494557
73.9,0.12,14.7,0.19,0.88,0.41,1.66,3.29,3.8,0.05,0.03,,,119.0,,,2.6,16.0,,,271.0,41.0,29.0,53.0,1.72,3.1,1.8,3.9,8.5,0.93,3.8,1.08,0.24,1.59,0.41,3.36,0.89,2.76,,2.73,0.38,"Zhang Hong-Fei, et al.,  2004",,,99.03,6.896357458427542,0.8181066468867971,5.972644961316443,2.0652558379043904,3.9805167199694464,3.77134458542508,5.994202762424695,8.106182560016872,10.63144462371601,9.731089726597462,16.132325294340777,2.902439024390244,0.1625,,1.4285714285714286,3.1135531135531136,,276,0,poor,0.9405117,0.9405117,0.040445957,0.019042337
73.94,0.07,15.11,0.1,0.6,0.33,2.0,3.38,3.58,0.04,0.03,,,145.0,,,1.56,8.0,,,205.0,70.0,29.0,30.0,1.08,4.2,1.09,6.3,13.2,1.41,5.7,1.72,0.47,2.31,0.54,3.88,0.92,2.79,,2.92,0.42,"Zhang Hong-Fei, et al.,  2004",,,99.18,7.055535314971904,0.4266054158855915,6.13697359280962,1.5390139797714155,3.6605492672713567,3.5811004460468365,6.210998939175652,8.19355342719002,10.644212364755056,9.548893779893335,16.132325294340777,2.071428571428572,0.195,,2.1575342465753424,4.52054794520548,,277,0,poor,0.9655965,0.9655965,0.017601034,0.016802426
73.6,0.07,14.8,0.62,0.57,0.4,0.72,3.77,4.8,0.13,0.02,0.61,,342.0,20.5,,2.58,17.0,10.8,3.99,200.0,60.0,15.0,42.0,2.13,5.38,3.45,9.48,18.5,2.31,9.19,2.08,0.28,1.82,0.33,1.83,0.3,0.75,0.1,0.72,0.1,"Hu Gu-Yue, et al., 2016,2018",,,100.10999999999996,4.620502043404156,-2.2360060021113406,3.1714950018722714,0.1807219440603466,0.115030789725688,-0.2497231664082424,0.3484115955033561,2.27770898429591,3.219417080831656,0.1330390017553394,-2.416697714225221,5.7,0.1517647058823529,16.682926829268293,13.166666666666668,25.694444444444446,2.706766917293233,278,0,poor,0.94073117,0.94073117,0.03515056,0.024118295
73.3,0.1,14.8,0.5,0.81,0.35,0.83,3.51,4.85,0.12,0.02,0.63,,357.0,50.7,,3.55,12.0,16.6,5.97,305.0,76.0,18.0,56.0,2.32,8.59,7.12,15.7,29.0,3.41,13.5,3.35,0.39,2.86,0.4,2.06,0.32,0.84,0.11,0.76,0.11,"Hu Gu-Yue, et al., 2016,2018",,,99.81999999999998,4.582409055555723,-1.8993671699187769,3.1676948315679008,-0.0516868483592821,0.457127869907361,-0.3784869699547691,0.4980768694768296,2.22216129969766,3.2421849483264493,0.0545139627622201,-2.4395095886666507,4.697368421052632,0.2958333333333333,7.041420118343195,20.657894736842103,38.1578947368421,2.780569514237856,279,1,moderate,0.90801436,0.06525899,0.90801436,0.02672669
70.27,0.27,15.76,0.07,1.55,0.64,1.26,3.81,4.73,0.14,0.03,,,323.0,,,,13.0,,,495.0,115.0,,115.0,4.2,21.1,4.2,35.29,73.4,8.48,32.12,6.97,0.93,5.5,0.7,2.85,0.44,0.95,0.14,0.74,0.1,"Zhang Jin-Yang, et al., 2003,",,,98.53,6.672924079773975,1.4766846898423858,5.919328805110445,0.8726955903896301,4.300926575371832,4.01086763938782,5.487775823031542,7.958249433170017,10.523812962959482,10.571770460382677,16.132325294340777,2.8086956521739133,,,47.68918918918919,99.1891891891892,,282,0,poor,0.9382777,0.9382777,0.037754633,0.023967631
73.74,0.15,14.44,0.01,1.0,0.37,0.78,3.64,4.52,0.14,0.02,,,348.0,,,,13.4,,,355.0,72.0,,73.0,2.8,12.3,2.6,15.96,35.2,4.3,14.37,3.28,0.49,2.8,0.38,1.64,0.27,0.62,0.09,0.55,0.08,"Zhang Jin-Yang, et al., 2003,",,,98.81,7.118013792373018,1.2972271513101448,6.248307991626068,-0.7306648152630387,4.094637986959153,3.65416549261918,5.140639932607003,8.018242306711366,10.60153166524944,10.737300897610575,15.845618166862955,4.833333333333333,,,29.018181818181816,64.0,,283,0,poor,0.92303324,0.92303324,0.058122486,0.01884427
72.88,0.27,13.98,0.04,1.85,0.52,1.44,2.7,5.33,0.13,0.05,,,264.0,,,,15.6,,,495.0,82.0,,131.0,4.4,19.9,2.7,28.53,59.08,6.96,25.07,5.02,0.75,4.42,0.68,3.74,0.7,1.92,0.3,1.95,0.29,"Zhang Jin-Yang, et al., 2003,",,,99.18999999999998,6.739598980959141,1.511474072963331,5.831459718603136,0.3080100956700677,4.448034734178774,3.765350355716411,5.571009694946788,7.525871399215618,10.501169416867253,10.30271786687207,16.493533556909558,3.2195121951219514,,,14.630769230769232,30.297435897435896,,285,0,poor,0.9539957,0.9539957,0.023824748,0.022179535
73.27,0.11,14.5,0.3,1.05,0.37,1.12,3.16,4.92,0.12,0.03,,,289.0,,,,17.2,,,229.0,51.0,,54.0,2.0,7.1,2.3,12.44,25.3,3.06,11.03,2.55,0.42,2.92,0.59,3.79,0.72,2.06,0.33,2.17,0.31,"Zhang Jin-Yang, et al., 2003,",,,98.95,6.789807424719067,0.6191080915084424,5.829921975362476,2.404681952895077,4.06591298837023,3.5682973208478,5.435360478623795,7.816603181645819,10.602419393740396,10.445906957356032,16.132325294340777,5.666666666666667,,,5.732718894009216,11.658986175115208,,286,0,poor,0.93005925,0.93005925,0.05167657,0.018264147
74.47,0.12,13.42,0.16,1.22,0.38,0.98,2.46,5.7,0.16,0.03,,,282.0,,,,13.6,,,273.0,48.0,,92.0,3.5,22.0,3.8,19.77,51.14,5.66,19.75,4.6,0.56,4.71,0.79,4.33,0.74,2.02,0.31,1.92,0.27,"Zhang Jin-Yang, et al., 2003,",,,99.1,6.839425600573576,0.7476823652083151,5.798758720955133,1.785197974496353,4.195916736425551,3.585133642660641,5.279791570500436,7.495395946029387,10.646814991111164,10.680798385907115,16.132325294340777,5.875,,,10.296875,26.635416666666668,,287,0,poor,0.9529466,0.9529466,0.02923119,0.017822165
74.41,0.03,14.54,0.34,0.68,0.23,0.66,4.24,3.76,0.15,0.04,,,362.0,,,,19.2,,,61.0,595.0,,38.0,1.8,3.1,2.3,5.54,10.48,1.36,4.82,1.62,0.14,1.73,0.31,1.89,0.34,0.89,0.12,0.79,0.11,"Zhang Jin-Yang, et al., 2003,",,,99.08,6.985121529624561,-0.5458281740079566,5.914504832619588,2.6290820921844404,3.7221043876296513,3.1270475507354214,4.854747557889383,8.025458396539817,10.222091536925827,10.510657189784617,16.33574723859723,0.6084033613445378,,,7.012658227848101,13.265822784810126,,288,0,poor,0.9029983,0.9029983,0.07193884,0.025062818
74.09,0.1,14.38,0.06,0.95,0.35,1.07,3.2,4.73,0.09,0.02,,,293.0,,,,14.0,,,425.0,115.0,,43.0,1.7,13.6,3.6,15.34,36.41,4.61,15.05,3.91,0.67,3.76,0.68,3.46,0.58,1.65,0.24,1.38,0.19,"Zhang Jin-Yang, et al., 2003,",,,99.04,7.029752236597432,0.7703197719962519,6.0887987065304685,0.9958626457513482,4.08202983071781,3.63498763857089,5.525114229943939,7.991652787754639,10.768406786848654,10.376545966032854,15.845618166862955,2.5478260869565217,,,11.115942028985508,26.38405797101449,,289,0,poor,0.96104974,0.96104974,0.01981625,0.01913408
73.75090100821761,0.1636862832752784,15.37628023517146,1.248107909973998,1.1230474973946034,0.2455294249129175,0.5626715987587695,3.50902469771378,4.767363000392483,0.204607854094098,0.0306911781141146,,,426.4482331804537,86.85107571911901,,4.280492527692791,17.08455267188157,,,281.5661649146487,91.24476524549569,13.33803624680326,75.54468564603941,2.493480029558093,9.225834457320518,7.053976137071072,16.1184220228477,33.10008770026393,3.77982023676597,13.93804417844253,3.416427263506721,0.6080128468465537,3.181353835272903,0.497372332720362,2.65040771891782,0.4579801222904976,1.190721084171977,0.1630447092357657,1.035555230103327,0.1466773312098957,"Larson K. P., et al., 2022,",,,100.9819106880191,6.667239108762107,0.8948513994734364,5.777647550390969,3.796079329013028,4.191476648273463,3.197697443353232,4.691996657705452,7.79294519486759,10.414512955247917,10.872293360646156,16.148431683358265,4.673673410557713,0.2505475331957502,4.910108823057183,15.565004699207991,31.963614047858385,,292,1,moderate,0.90241605,0.06527162,0.90241605,0.032312322
73.34837196333116,0.1424833089339027,15.24571405592758,1.323059297243382,1.190488755659595,0.2544344802391119,0.6513522694121264,3.77580768674842,4.915674158219641,0.1730154465625961,0.0305321376286934,,,446.838853791008,67.10716625780391,,4.261017667174159,18.37549627606323,,,259.3568699217737,71.13244935636929,12.44261205741447,74.47394109244014,2.499813995907143,11.25838758974867,8.98000047383658,17.03220967830233,35.01146520864013,3.94660563136191,14.2956331291028,3.673516988479134,0.5096830220907697,3.37936293740748,0.517544043379002,2.610373378138963,0.4331538488290823,1.077344628165637,0.1434780901098066,0.8931567883330888,0.1218608823580083,"Larson K. P., et al., 2022,",,,101.05093355990624,6.654830297321211,0.741500333950207,5.745353540881864,3.830874027630313,4.230930128052656,3.2187448723482723,4.838196652639772,7.890298884978782,10.490958909686045,10.737476183392332,16.14475795685973,6.281786411604811,0.2318858551169993,6.658586239126808,19.06967500083584,39.19968550424672,,293,1,moderate,0.9026256,0.06353313,0.9026256,0.033841245
74.4,0.23,13.5,1.53,1.376694,0.66,0.53,3.77,3.92,0.19,0.01,,,280.0,13.7,,10.1,11.0,,,120.0,44.0,11.2,74.0,3.1,9.74,5.59,17.0,32.0,3.77,13.6,3.0,0.4,2.4,0.33,2.54,0.4,0.87,0.13,0.91,0.3,"Larson K. P., et al., 2022,",,,100.116694,6.655884287190403,1.2299512445356595,5.652412574996856,4.01008463771718,4.434135859450088,4.325991853723177,4.878282650666039,8.168182102156536,10.590130299612834,11.26962012185063,15.355489095128682,6.363636363636363,0.918181818181818,20.437956204379564,18.68131868131868,35.16483516483516,,297,0,poor,0.951034,0.951034,0.031891238,0.017074695
62.3,0.47,20.1,2.45,2.2045100000000004,1.64,2.3,7.42,1.94,0.16,0.01,,,142.0,8.9,,1.91,6.0,,,263.0,294.0,12.4,219.0,7.0,32.2,5.68,72.0,132.0,15.3,56.8,10.1,2.28,5.96,0.71,3.53,0.5,1.03,0.15,1.2,0.33,"Larson K. P., et al., 2022,",,,100.99451,6.117408745177562,1.5757734557972698,5.700983198090326,4.141593868303153,4.583253310552918,4.972774805921798,6.254360147477682,8.969515110945087,10.030573739036114,11.129304974638464,15.355489095128682,0.4829931972789115,0.3183333333333333,15.95505617977528,60.0,110.0,,298,0,poor,0.95105463,0.95105463,0.02760211,0.02134329
