SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W,RowID_unlabelled,Pred_Class,Pred_Label,Conf_Max,Prob_poor,Prob_moderate,Prob_enriched
76.39,0.04,13.49,0.06,0.23,0.18,0.39,3.48,5.65,0.04,0.01,,,307.0,25.3,,6.34,26.4,6.17,3.64,112.0,36.4,52.5,69.3,3.01,22.6,15.2,20.0,42.6,5.65,21.4,5.33,0.27,7.1,1.31,8.53,1.72,5.54,0.81,5.23,0.84,"Chen Han, et al., 2022",,,99.96000000000002,7.521657016629992,0.3160972597394251,6.485146424130811,1.5067581065547295,3.1450159699058635,3.3667891186836214,4.830625693841543,8.363258885325688,11.356515523566175,9.997400368624684,15.355489095128682,8.434065934065934,0.2401515151515151,12.134387351778656,3.8240917782026767,8.145315487571702,1.695054945054945,442,0,poor,0.94477427,0.94477427,0.030496053,0.024729662
77.79,0.11,13.41,0.06,0.16,0.24,0.31,6.5,1.18,0.02,0.01,,,87.6,11.4,,3.11,14.4,22.5,6.04,26.7,56.6,42.1,124.0,5.56,15.0,2.47,3.54,7.79,0.87,3.77,1.3,0.09,3.77,0.87,6.66,1.51,4.58,0.72,4.06,0.65,"Chen Han, et al., 2022",,,99.79,7.620309898956711,1.466094552168992,6.683925565130559,1.7353087204324724,3.0162057151355257,3.9207667344463855,4.919474726848263,9.4272622760057,10.200291894911707,9.431448065617795,15.355489095128682,1.547703180212014,0.2159722222222222,7.6842105263157885,0.8719211822660099,1.9187192118226604,3.725165562913907,443,0,poor,0.9218689,0.9218689,0.054062914,0.02406816
77.31,0.12,13.51,0.07,0.34,0.44,0.41,6.59,0.97,0.02,0.02,,,105.0,21.0,,2.02,11.7,27.4,3.24,25.6,44.1,56.8,147.0,6.33,24.4,2.92,6.14,21.4,1.66,6.07,1.78,0.12,4.06,0.93,7.32,1.67,5.33,0.81,4.95,0.75,"Chen Han, et al., 2022",,,99.8,7.405576927848122,1.328616350921789,6.448050983308019,1.6272142807427117,3.534660084895422,4.3599611699977885,5.081417957546217,9.328390315806896,9.830479383393955,9.148471914114351,15.845618166862955,2.380952380952381,0.1726495726495726,5.0,1.2404040404040404,4.323232323232323,8.45679012345679,445,0,poor,0.93344826,0.93344826,0.041475873,0.025075927
85.31,0.06,8.44,0.02,0.16,0.32,0.46,3.8,0.53,0.02,0.04,,,67.8,7.34,,3.11,12.8,4.0,4.23,3.35,17.9,71.9,100.0,4.34,26.5,3.58,23.6,61.4,7.12,28.0,7.08,0.34,9.32,1.6,10.2,2.19,6.65,0.99,6.29,0.91,"Chen Han, et al., 2022",,,99.16,7.833676568186943,0.9673226194217694,6.2833714474597855,0.6133264674052988,2.9184633607609216,4.118635737751006,5.27077857468449,8.816121175112313,9.10694276297237,8.865495762610909,16.33574723859723,3.787709497206704,0.2429687499999999,9.237057220708447,3.7519872813990474,9.761526232114466,0.9456264775413712,446,0,poor,0.9615696,0.9615696,0.020643292,0.017787164
77.55,0.07,12.28,0.74,0.27,0.31,0.26,2.57,5.29,0.01,0.03,,,402.0,25.8,,2.8,11.0,14.7,3.91,79.2,43.0,79.9,88.6,4.73,37.9,10.5,27.0,64.6,8.4,35.4,8.81,0.2,11.7,2.02,12.6,2.64,8.04,1.23,7.24,1.09,"Chen Han, et al., 2022",,,99.38,7.308062873387031,0.6532398941776418,6.168924605997861,3.917591273735091,3.3642896511981277,4.033966491684129,4.580374950077221,8.171183730093254,11.38254541085162,8.41698917387956,16.132325294340777,9.348837209302326,0.2545454545454545,15.581395348837209,3.729281767955801,8.922651933701657,3.7595907928388734,447,0,poor,0.950073,0.950073,0.032362346,0.01756458
79.74,0.07,11.93,0.11,0.13,0.25,0.41,5.84,0.75,0.01,0.02,,,67.0,5.92,,2.27,11.4,8.61,3.54,9.59,19.8,59.0,90.9,4.2,30.9,8.36,25.8,62.4,7.55,32.1,7.8,0.26,9.74,1.66,9.98,2.04,5.7,0.77,4.9,0.66,"Chen Han, et al., 2022",,,99.26,7.679725838295217,1.0311685703043303,6.556260668142982,2.359517464254766,2.854029653333846,4.001870889103016,5.27699007385278,9.432832542861227,9.807812203540417,8.582519611107463,15.845618166862955,3.383838383838384,0.1991228070175438,11.317567567567568,5.26530612244898,12.73469387755102,2.432203389830508,448,0,poor,0.9515999,0.9515999,0.028494805,0.019905338
74.56,,14.71,0.43,0.386914,,0.19,3.8,5.39,0.2,,,,227.0,,8.3,,5.0,,,200.0,72.0,7.2,11.0,,5.0,,2.55,6.64,,1.93,0.74,0.37,0.88,,0.95,,0.5,,0.56,0.14,"Pognante U., et al., 1992",,,99.666914,13.235795111984098,-17.628775742573612,11.089499199790774,8.651657507147453,9.69718479003451,-16.20707056570962,7.83762820808237,12.948425454751291,17.119964394353058,20.176996683953494,9.420554752102646e-16,3.1527777777777777,,,4.553571428571428,11.857142857142856,,449,0,poor,0.9245471,0.9245471,0.04571823,0.029734714
77.18,0.05,12.44,0.93,0.8368140000000001,0.12,0.78,3.13,4.44,0.27,0.02,,,154.0,,1.2,,5.0,,,410.0,90.0,9.03,24.0,,5.0,,4.76,13.74,,5.33,1.61,0.95,1.66,,1.48,,0.59,,0.56,0.18,"Pognante U., et al., 1992",,,100.196814,6.946794135920568,-0.0903892749526895,5.715129907585097,3.6389002924027984,4.013252373052014,2.536386035587441,5.051548980407564,7.740360632298914,10.396470593863738,11.273559143495548,15.845618166862955,1.711111111111111,,,8.499999999999998,24.535714285714285,,450,0,poor,0.95081973,0.95081973,0.031898167,0.017282141
73.57,0.15,13.86,1.77,1.592646,0.24,0.78,2.5,6.19,0.3,0.03,,,323.0,,1.2,,10.0,,,250.0,63.0,16.25,59.0,,5.0,,12.41,26.77,,12.0,3.3,0.6,3.11,,2.8,,1.01,,0.79,0.07,"Pognante U., et al., 1992",,,100.982646,6.569720420631772,0.6990225682000318,5.543755270124318,4.015239071661036,4.439980438177842,3.082699981289517,4.938651665358672,7.350820725136108,10.5367714744347,11.194055207067043,16.132325294340777,5.126984126984127,,,15.708860759493673,33.88607594936709,,452,0,poor,0.90389466,0.90389466,0.08025695,0.015848406
75.9,0.07,12.23,2.12,1.907576,0.1,0.45,2.5,5.91,0.19,0.07,,,275.0,,0.5,,5.0,,,39.0,22.0,44.07,64.0,,7.0,,10.55,27.33,,9.0,3.21,0.17,3.11,,5.75,,3.7,,4.2,0.67,"Pognante U., et al., 1992",,,101.44757599999998,6.739500076510401,0.0529664540888342,5.500996679356054,4.291519911736048,4.753253464542336,2.303928460457488,4.3736791542201,7.273844039705036,10.383944772869846,10.475205630102518,16.731455357105418,12.5,,,2.511904761904762,6.507142857142856,,453,0,poor,0.92931265,0.92931265,0.054531243,0.016156055
74.68,0.04,14.36,1.02,0.917796,0.13,0.96,3.89,4.12,0.2,0.03,,,174.0,,4.4,,8.0,,,238.0,91.0,12.25,29.0,,5.0,,7.21,17.14,,5.32,1.6,0.47,1.35,,1.76,,0.9,,0.87,0.11,"Pognante U., et al., 1992",,,100.34779600000002,6.859497803121242,-0.3855173302907796,5.7753608739769735,3.6519812626047874,4.028084799078546,2.5401944622408354,5.195830306310477,7.927954506496804,10.301275882061724,10.862994332611237,16.132325294340774,1.912087912087912,,,8.28735632183908,19.70114942528736,,454,0,poor,0.95593286,0.95593286,0.026921744,0.017145446
76.68,,14.73,0.89,0.800822,,0.81,4.08,1.95,0.28,0.06,,,66.0,,5.0,,5.0,,,53.0,14.0,11.47,23.0,,5.0,,2.72,8.67,,2.71,1.12,0.28,1.29,,1.67,,0.73,,0.72,0.19,"Pognante U., et al., 1992",,,100.280822,11.01661923447848,-20.089166306102577,8.37086727866149,6.38225616400639,7.123925541914274,-19.96413536107764,4.980615755621288,7.907641102752681,9.3562427527699,10.854746611886116,16.62245436607505,4.714285714285714,,,3.777777777777778,12.041666666666668,,455,0,poor,0.93955916,0.93955916,0.034690924,0.025749857
73.05,,14.55,0.72,0.647856,,0.75,2.83,7.0,0.38,0.08,,,343.0,,4.9,,6.0,,,394.0,77.0,12.38,6.0,,5.0,,4.94,12.01,,5.76,2.02,0.44,1.82,,1.78,,0.89,,1.03,0.15,"Pognante U., et al., 1992",,,100.007856,10.88383349290389,-20.18376194610193,8.253327546154537,6.039055413535168,6.734772469549594,-20.184536584804498,4.635526914290428,7.162040870765406,10.29189042351732,10.986643970347185,16.825876310331502,4.454545454545454,,,4.7961165048543695,11.66019417475728,,456,0,poor,0.9384998,0.9384998,0.036165338,0.02533488
74.88,0.14,14.01,1.28,1.151744,0.19,0.79,2.47,6.14,0.17,0.03,,,255.0,,,,8.1,,,314.0,86.1,16.6,56.0,,8.1,,12.7,29.1,,,4.4,0.78,,0.88,,,,,1.16,0.16,"Ayres M. and Harris N.,1997",,,101.251744,6.718526762964645,0.7711604650106367,5.707578226485865,3.843200758797341,4.244907327401073,2.9552051148937992,5.057664856130657,7.46884130020746,10.693710578535423,10.730298182340269,16.132325294340777,2.961672473867596,,,10.948275862068966,25.08620689655173,,459,0,poor,0.9010994,0.9010994,0.08319361,0.015707014
73.38,0.15,15.31,1.2,1.07976,0.25,0.86,4.11,3.74,0.2,0.02,,,189.0,,,,10.3,,,302.0,153.0,17.7,51.5,,4.1,,11.1,22.4,,,2.9,0.71,,0.54,,,,,1.47,0.21,"Ayres M. and Harris N.,1997",,,100.29976,6.68535660662212,0.8284077938120687,5.791677401604393,3.774655535566168,4.167184349873462,3.231593593503793,5.177064293208069,8.08946304532976,10.334520418480617,11.02852476983914,15.845618166862955,1.2352941176470589,,,7.551020408163265,15.238095238095235,,460,0,poor,0.933477,0.933477,0.050269987,0.01625298
74.62,0.04,14.64,0.76,0.683848,0.09,0.55,4.4,4.06,0.17,0.06,,,314.0,,,,9.2,,,54.0,41.5,8.5,27.0,,1.3,7.0,3.5,7.3,,3.6,0.78,0.19,,0.25,,,,,1.05,0.15,"Ayres M. and Harris N.,1997",,,100.07384800000004,6.933125086449714,-0.3040197014019199,5.885815415984768,3.442902754658156,3.791012054857736,2.187073233414787,4.570654580230808,7.922772077256695,10.135391943266615,10.447322030836824,16.62245436607505,7.566265060240964,,,3.333333333333333,6.952380952380952,,463,0,poor,0.958631,0.958631,0.024575133,0.016793862
75.6,0.03,13.9,0.49,0.440902,0.16,0.36,3.96,4.39,0.12,0.01,,,278.0,,,,8.0,,,68.0,30.0,10.0,8.0,,2.0,8.0,1.0,2.0,,0.6,0.3,0.2,0.4,,0.4,,,,0.2,,Searle M. P. and Fryer B.1986,,,99.460902,7.22702319757096,-0.297478513662774,6.141616124326845,3.3183740889518534,3.649809820333061,3.119571511483998,4.5794563341732495,8.289594075491692,10.820852471774284,10.89441354608738,15.355489095128682,9.266666666666667,,,5.0,10.0,,465,0,poor,0.94981676,0.94981676,0.02896776,0.02121548
67.9,0.39,15.5,3.37,3.0323260000000003,1.72,2.61,4.36,3.01,0.13,0.06,,,249.0,,,,14.0,,,523.0,120.0,23.0,130.0,,29.0,8.0,25.0,65.0,,27.0,4.7,1.0,3.3,,3.4,,,,0.6,,Searle M. P. and Fryer B.1986,,,102.082326,6.038194938129466,1.20303026538598,5.211641609899711,4.208302166588486,4.658893410973192,4.767190586959251,6.097444989147469,8.041502132097905,9.953681136859206,10.228285402996228,16.62245436607505,2.075,,,41.66666666666667,108.33333333333334,,466,0,poor,0.9449343,0.9449343,0.033273917,0.021791812
69.5,0.43,15.0,3.55,3.19429,1.34,1.43,4.31,2.94,0.17,0.08,,,290.0,,,,16.0,,,460.0,75.0,31.0,131.0,,22.0,2.0,20.0,50.0,,21.0,3.1,1.2,3.6,,3.9,,,,1.4,,Searle M. P. and Fryer B.1986,,,101.94429,6.074553544024913,1.3208357022781312,5.204396928955089,4.29017252877881,4.751725675874214,4.548522110861819,5.453093164424306,7.912133933000417,9.772815324915603,10.329876316561284,16.825876310331505,3.8666666666666663,,,14.285714285714286,35.714285714285715,,468,0,poor,0.9439638,0.9439638,0.031970922,0.02406528
72.7,0.26,14.3,1.99,1.790602,0.66,1.1,5.24,3.1,0.17,0.03,,,248.0,,,,11.0,,,513.0,90.0,34.0,112.0,,31.0,4.0,25.0,59.0,,23.0,3.7,0.8,4.0,,3.2,,,,0.9,,Searle M. P. and Fryer B.1986,,,101.340602,6.414586703561136,1.1184521377191532,5.460595431765792,4.01337695788104,4.437868999617225,4.046373806235931,5.347315488163807,8.294360930779726,10.101849218855785,10.730298182340269,16.132325294340777,2.7555555555555555,,,27.77777777777778,65.55555555555556,,469,0,poor,0.95955956,0.95955956,0.02363661,0.0168038
65.3,0.69,17.0,5.96,5.362808,2.08,0.52,4.51,1.57,0.12,0.11,,,391.0,,,,16.0,,,520.0,68.0,38.0,173.0,,17.0,4.0,28.0,68.0,,26.0,3.8,0.9,3.8,,3.1,,,,0.8,,Searle M. P. and Fryer B.1986,,,103.222808,5.975654208387488,1.7738625152061491,5.338683349058961,4.857106050323981,5.394567864980474,5.206104085553233,4.641336039995605,8.099655942879892,9.238145985330489,9.915476900256069,17.051057103099577,5.75,,,35.0,85.0,,470,0,poor,0.92843395,0.92843395,0.0435873,0.027978683
70.2,0.01,15.5,2.82,2.537436,0.2,0.86,4.45,4.59,0.14,0.78,,,232.0,,,,2.0,,,204.0,55.0,17.0,33.0,,3.0,,1.9,4.4,,1.9,0.7,0.2,1.0,,2.0,,,,0.6,,Searle M. P. and Fryer B.1986,,,102.087436,6.435688593232448,-2.238851332472836,5.268231382326001,4.082587417923365,4.516346284787095,2.4708744535444738,4.521410781535224,7.375317304615757,9.557261618540418,9.241658118569172,18.436147450136183,4.218181818181818,,,3.1666666666666665,7.333333333333334,,471,0,poor,0.92795324,0.92795324,0.055195417,0.016851412
73.6,0.09,15.0,1.75,1.57465,0.48,0.78,5.19,1.82,0.13,0.08,,,214.0,,,,14.0,,,164.0,58.0,17.0,15.0,,16.0,6.0,1.6,4.5,,1.9,0.7,0.4,1.2,,2.2,,,,0.6,,Searle M. P. and Fryer B.1986,,,100.49465,6.57972307544012,0.1737939027117953,5.584869474948976,3.965315081997571,4.383371954846831,3.778292921145944,5.002383638181384,8.245536194047125,9.434933996874811,10.110839688720686,16.825876310331502,3.689655172413793,,,2.666666666666667,7.5,,472,0,poor,0.94543177,0.94543177,0.03260179,0.021966428
67.8,0.62,18.4,5.14,4.624972,1.5,0.38,3.05,1.49,0.05,0.24,,,132.0,,,,18.0,,,823.0,66.0,48.0,196.0,,20.0,,37.0,89.0,,39.0,6.3,1.7,7.6,,6.3,,,,3.0,,Searle M. P. and Fryer B.1986,,,103.294972,6.142461244188112,1.8049932473955437,5.569276243369085,4.873982777090643,5.413704274395919,5.034982609740238,4.453371798233833,7.782802299199903,9.22036696922568,8.882161272087128,17.602712509543597,2.0,,,12.333333333333334,29.666666666666668,,473,0,poor,0.95019096,0.95019096,0.027155295,0.02265377
72.9,0.1,15.5,0.82,0.01,0.15,0.78,3.69,5.12,0.15,0.01,,,305.0,22.0,8.0,1.1,8.5,13.0,3.2,266.0,79.0,13.7,50.0,1.8,5.5,7.9,9.4,21.4,2.41,9.2,2.72,,3.02,0.58,2.9,0.47,1.09,0.15,0.79,0.12,"Carosi R., et al, 2013",,,99.23,7.274317307032434,1.05520962464235,6.482814992692088,4.130418647252949,-0.0275265131835736,2.893243645676337,5.229347085672789,8.142139025204782,10.889653018368332,11.076609492791505,15.355489095128686,3.8607594936708862,0.1294117647058823,13.863636363636363,11.89873417721519,27.088607594936708,4.0625,474,0,poor,0.92759615,0.92759615,0.049641613,0.022762243
72.7,0.11,15.48,0.9,0.01,0.17,0.81,3.46,5.27,0.21,0.01,,,300.0,15.6,6.0,1.5,10.5,17.0,4.8,230.0,64.0,15.8,56.0,2.2,6.4,12.1,11.0,24.5,2.82,10.0,3.28,,3.69,0.71,3.39,0.52,1.16,0.16,0.78,0.11,"Carosi R., et al, 2013",,,99.13,7.21502445478885,1.0931010639982524,6.422878806592453,4.163514735651805,-0.0895169246676533,2.9568549299084315,5.20884607659668,8.002881265082788,10.817529133484626,11.351337923569826,15.355489095128682,4.6875,0.1428571428571428,19.23076923076923,14.102564102564102,31.41025641025641,3.541666666666667,475,0,poor,0.95178956,0.95178956,0.025697399,0.022512969
74.02,0.06,14.81,0.59,0.01,0.11,0.78,3.84,4.81,0.13,0.01,,,307.0,10.1,6.0,1.1,10.2,13.0,3.4,112.0,53.0,14.3,24.0,1.1,3.4,6.1,5.2,11.0,1.26,4.5,1.6,,2.22,0.51,2.68,0.52,1.18,0.17,0.92,0.13,"Carosi R., et al, 2013",,,99.17,7.407410607825314,0.6492567355383794,6.524474043894138,3.8761445562266137,0.0360639186947115,2.6316659404902176,5.259601872107371,8.223742499793975,10.876873017641126,10.95976814323102,15.355489095128682,5.79245283018868,0.1078431372549019,30.3960396039604,5.652173913043479,11.956521739130434,3.823529411764706,476,0,poor,0.95627075,0.95627075,0.022991281,0.020737967
72.83,0.07,15.53,0.55,0.01,0.1,0.77,3.73,5.58,0.18,0.01,,,358.0,9.6,6.0,0.9,7.4,10.0,3.0,244.0,75.0,12.2,44.0,1.6,5.0,3.9,8.5,19.6,2.19,8.2,2.45,,2.78,0.54,2.55,0.4,0.85,0.12,0.62,0.09,"Carosi R., et al, 2013",,,99.36,7.351154379027766,0.7663041531951508,6.541424586167376,3.770282369117631,-0.0089210091498291,2.4767750598840994,5.166604609722207,8.091776336326594,10.911529240157062,11.225474420543188,15.355489095128686,4.773333333333333,0.1216216216216216,37.29166666666667,13.709677419354838,31.612903225806456,3.333333333333333,477,0,poor,0.9521302,0.9521302,0.02715351,0.02071624
72.63,0.13,15.23,1.01,0.01,0.19,0.89,3.44,5.16,0.22,0.01,,,312.0,16.2,7.0,1.3,12.4,13.0,3.4,294.0,78.0,16.8,60.0,2.2,9.1,4.6,15.3,35.2,3.96,14.6,4.17,,4.6,0.83,3.9,0.58,1.27,0.16,0.9,0.13,"Carosi R., et al, 2013",,,98.92,7.171355180034048,1.2214819161109778,6.371556292128163,4.245709394410526,-0.1195894221999186,3.0422676175116967,5.291243077454815,7.992010686951537,10.785832209718166,11.389321357280425,15.355489095128682,4.0,0.1048387096774193,19.25925925925926,17.0,39.11111111111112,3.823529411764706,478,0,poor,0.95389825,0.95389825,0.023533003,0.022568759
73.43,0.07,15.37,0.64,0.01,0.1,0.66,4.12,4.7,0.14,0.01,,,366.0,34.2,12.0,1.9,9.8,23.0,2.1,122.0,43.0,11.4,30.0,1.4,4.2,5.6,6.1,14.1,1.5,5.1,1.69,,2.11,0.43,2.17,0.36,0.86,0.12,0.72,0.1,"Carosi R., et al, 2013",,,99.25,7.388294140519474,0.7983836525385787,6.565973540696271,3.969456156828227,0.0549071820373242,2.550477506611679,5.084946911539919,8.2752950001238,10.835444758801502,11.02027704911402,15.355489095128686,8.511627906976743,0.1938775510204081,10.701754385964913,8.472222222222221,19.58333333333333,10.952380952380953,480,0,poor,0.92382425,0.92382425,0.045959685,0.030216014
72.73,0.09,15.22,0.9,0.01,0.13,0.82,4.28,5.07,0.08,0.01,,,320.0,14.5,7.0,1.3,9.4,7.0,0.0,171.0,57.0,37.0,43.0,1.9,16.1,13.2,19.5,44.0,4.61,15.4,4.65,,5.23,1.13,6.53,1.2,3.1,0.45,2.64,0.34,"Carosi R., et al, 2013",,,99.34,7.325496519387571,1.0032192398636066,6.517181433692414,4.28691428697977,0.0504050144940926,2.828664645749355,5.364478973534784,8.417561887888281,11.062617862257175,10.563352671631574,15.355489095128686,5.614035087719298,0.1382978723404255,22.06896551724138,7.386363636363636,16.666666666666664,,482,0,poor,0.9657485,0.9657485,0.017126815,0.017124707
73.95,0.08,14.98,0.66,0.45,0.05,0.59,4.05,4.55,0.17,0.02,,,470.0,77.6,9.26,1.95,11.6,,,127.0,48.4,10.7,46.2,1.97,6.61,13.62,9.29,19.76,2.17,8.19,2.35,0.32,2.34,0.41,2.2,0.38,0.92,0.13,0.8,0.12,"Wang Xiao-Xian, et al., 2017",,,99.55,7.048833282898878,0.5591707773390839,6.133667466546782,3.5460221868400685,3.61137528146089,1.796783191478268,4.829650117853432,8.068813565410844,10.551212616777224,10.895828619568174,15.845618166862955,9.710743801652892,0.168103448275862,6.056701030927836,11.6125,24.7,,483,1,moderate,0.93987966,0.035199724,0.93987966,0.024920635
72.19,0.13,15.59,0.79,0.53,0.13,0.89,3.61,5.59,0.17,0.0,,,293.0,8.75,2.5,0.58,10.3,,,270.0,82.5,19.4,62.0,2.31,9.27,9.88,16.08,32.9,3.71,13.43,3.71,0.65,3.85,0.73,4.11,0.7,1.7,0.23,1.37,0.2,"Wang Xiao-Xian, et al., 2017",,,99.62,8.773753676044398,2.983194636638966,8.34382924057281,6.165422685060577,6.564216560309704,6.06176094648415,9.279665817496188,12.93074080672307,17.198432253104162,20.044300533682524,0.0,3.551515151515152,0.0563106796116504,33.48571428571429,11.73722627737226,24.014598540145982,,484,0,poor,0.9521782,0.9521782,0.025953738,0.021868108
73.56,0.12,14.84,0.77,0.62,0.08,0.75,3.52,5.22,0.18,0.0,,,334.0,23.7,7.56,0.79,9.02,,,226.0,62.4,13.6,65.0,2.48,10.75,9.07,15.19,31.52,3.72,13.89,4.03,0.48,3.98,0.66,3.35,0.51,1.19,0.17,1.03,0.14,"Wang Xiao-Xian, et al., 2017",,,99.66,8.851929425615694,2.9651649121119807,8.356298657662183,6.204460213120735,6.8035655227410174,5.644319714034947,9.130106334216348,12.910691402946249,17.122624987950687,20.09097018315409,1.256073966947019e-15,5.352564102564103,0.0875831485587583,14.09282700421941,14.74757281553398,30.601941747572813,,485,0,poor,0.9353813,0.9353813,0.04069563,0.023923047
73.83,0.04,14.65,0.06,0.34,0.28,0.48,3.4,5.69,0.07,0.02,,,459.0,12.2,10.3,2.52,5.31,2.88,0.56,103.0,32.4,8.41,34.6,2.66,1.72,1.56,2.45,4.54,0.59,2.02,0.79,0.1,0.87,0.2,1.22,0.25,0.75,0.16,1.18,0.19,"Gao Li-E, et al., 2016",,,98.86,7.283662920486685,0.0911381640552964,6.323398636326614,1.2384229583570527,3.258606171596364,3.553001836603577,4.794409550704531,8.060753520161214,11.000983557017118,10.171348594603687,15.845618166862955,14.166666666666668,0.4745762711864407,37.62295081967213,2.076271186440678,3.847457627118645,5.142857142857142,488,0,poor,0.9350086,0.9350086,0.037418265,0.027573187
74.63,0.01,14.79,0.05,0.18,0.08,0.63,4.8,4.48,0.04,0.03,,,488.0,17.8,11.9,9.83,17.7,9.06,0.83,17.9,10.8,12.2,36.6,2.69,3.53,2.73,4.46,8.95,1.22,4.06,1.51,0.04,1.57,0.35,1.93,0.36,1.08,0.21,1.5,0.25,"Gao Li-E, et al., 2016",,,99.72,7.574622580613454,-1.0553927411392745,6.527169003854083,1.262776064814351,2.801229350982061,2.3586762970691058,5.051486049265905,8.457118891103002,10.838427434862377,9.548893779893335,16.132325294340777,45.18518518518518,0.5553672316384181,27.41573033707865,2.973333333333333,5.966666666666666,10.91566265060241,489,0,poor,0.93010485,0.93010485,0.038952705,0.030942423
73.8,0.08,13.58,0.9891086908201824,0.89,0.22,0.71,3.61,4.97,0.17,0.02,,,675.0,38.0,,8.8,26.2,,,63.9,41.8,12.7,11.6,0.5,10.2,12.3,10.5,21.3,2.3,8.1,1.9,0.1,1.6,0.3,2.0,0.4,1.2,0.2,1.5,0.2,"Liu Zhi-Chao, et al., 2016",,,99.0391086908202,6.818111983221903,0.3085578185237816,5.753179114562647,3.6537983146452175,4.030145142429221,3.144036803427701,5.003539006352787,7.946203464162175,10.62767625753174,10.895828619568174,15.845618166862955,16.148325358851675,0.3358778625954199,17.763157894736842,7.0,14.2,,494,0,poor,0.95510674,0.95510674,0.02317825,0.021714984
78.27,0.05,11.66,1.044676594798844,0.94,0.15,0.27,1.5,5.68,0.04,0.06,,,963.0,59.7,,42.6,42.7,,,80.6,33.7,25.8,72.0,3.1,14.1,14.1,9.5,19.9,2.0,7.0,1.8,0.1,1.9,0.6,4.1,0.9,2.8,0.5,3.6,0.5,"Liu Zhi-Chao, et al., 2016",,,99.66467659479883,7.13169862284506,0.0974549134506283,5.854543915144669,3.986782218457365,4.407713399603961,3.1072983274263666,4.3204929937245184,7.208704562409063,10.843865317595444,9.265917628389891,16.62245436607505,28.575667655786347,0.9976580796252928,16.130653266331656,2.638888888888889,5.527777777777778,,496,0,poor,0.9086964,0.9086964,0.054679945,0.036623634
73.39,0.35,13.61,2.489442098244054,2.24,0.76,0.25,1.75,5.17,0.14,0.02,,,267.8,14.9,,1.4,10.5,,,724.2,89.4,37.9,28.7,0.9,22.1,4.5,30.5,65.0,6.9,27.2,5.8,0.8,5.5,1.0,6.2,1.3,3.7,0.5,3.4,0.5,"Liu Zhi-Chao, et al., 2016",,,100.16944209824403,6.582889049403151,1.604670783123354,5.632669899304398,4.49572397102158,4.984799103504939,4.588431041647942,4.211125940475704,7.333148584078915,10.717891440109153,10.737300897610575,15.845618166862955,2.995525727069351,0.1333333333333333,17.973154362416107,8.970588235294118,19.11764705882353,,497,0,poor,0.9558272,0.9558272,0.027561024,0.01661179
72.22,0.1,15.46,1.13,0.13,0.13,0.69,3.53,4.86,0.22,0.05,,,753.0,33.0,6.2,6.5,25.0,22.0,18.0,85.0,29.0,36.0,76.0,2.8,19.0,6.0,15.0,31.0,3.41,12.0,3.37,0.25,3.56,0.8,5.74,1.19,3.54,0.64,4.47,0.63,"Xie Lei, et al., 2021",,,98.52,6.872510894802336,0.6248817944825451,6.004345921312672,3.938335070444744,2.153908263450888,2.48711903142626,4.771268967011047,7.668622894816856,10.269354191475577,10.732271080921471,16.493533556909554,25.96551724137931,0.26,22.818181818181817,3.355704697986577,6.935123042505594,1.2222222222222223,499,0,poor,0.9369026,0.9369026,0.042563163,0.02053423
74.34,0.04,14.7,0.5556790397866193,0.5,0.17,1.59,3.59,2.55,0.06,0.02,,,181.0,16.6,,0.94,5.39,26.7,1.45,16.9,56.8,3.76,26.0,1.48,1.97,4.52,3.04,5.64,0.69,2.5,0.83,0.17,1.06,0.09,0.97,0.14,0.37,,0.34,,"Hu Gu-Yue, et al., 2011",,,98.1156790397866,7.080382603157902,-0.1387642790249539,6.072823382513904,3.315523988338461,3.646578110003967,3.0454580938154647,6.052511241068782,8.32332931484265,10.350396409911497,10.045485091577046,15.845618166862955,3.1866197183098595,0.1743970315398886,10.903614457831324,8.941176470588236,16.588235294117645,18.41379310344828,500,0,poor,0.9467457,0.9467457,0.024736602,0.028517762
74.63,0.04,16.01,0.5112247166036897,0.46,0.18,0.66,3.36,3.08,0.05,0.02,,,215.0,20.4,,1.1,5.55,25.8,1.18,21.0,25.1,2.77,23.3,1.53,2.61,5.13,4.84,10.2,1.06,3.74,1.09,0.16,1.09,0.08,0.82,0.12,0.28,,0.22,,"Hu Gu-Yue, et al., 2011",,,99.00122471660367,7.167944730114099,-0.0469282137407627,6.264335672704396,3.350657334910737,3.686415580470688,3.2432590166408923,5.2607690179224855,8.262651464738804,10.566565088961523,9.89662016382536,15.845618166862955,8.565737051792828,0.1981981981981982,10.53921568627451,22.0,46.36363636363636,21.864406779661017,501,0,poor,0.9033536,0.9033536,0.02867726,0.06796916
