SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W
72.17,0.13,15.03,0.19,0.89,0.22,0.84,3.73,5.01,0.18,0.01,,,331.0,51.4,9.51,0.92,7.47,9.84,1.66,224.0,53.6,11.2,55.4,1.99,6.88,11.9,12.0,24.1,3.08,11.4,3.23,0.5,3.21,0.5,2.4,0.4,1.02,0.11,0.58,0.09,"Gao Li-E, et al., 2016,2017",,,98.40000000000002,6.9264126939251565,0.9598245912879002,6.068349224821021,2.14870904850956,4.087223498952278,3.2099452124346786,5.265707657206145,8.115870608589491,10.818212524943878,11.225474420543188,15.355489095128682,6.175373134328358,0.12315930388219545,6.439688715953308,20.689655172413794,41.55172413793104,5.927710843373494
71.91,0.13,15.15,0.15,0.91,0.22,0.85,3.85,4.9,0.16,0.02,,,308.0,28.1,8.44,0.85,7.11,9.77,1.57,214.0,52.2,11.8,49.1,1.94,7.18,5.96,12.3,24.3,3.06,11.2,3.18,0.53,3.18,0.51,2.57,0.39,1.09,0.14,0.75,0.11,"Gao Li-E, et al., 2016,2017",,,98.24999999999999,6.888972967852004,0.9225966927240634,6.035574724325515,1.8529031632582735,4.028278918499696,3.117878142483719,5.169736429779134,8.020501464932153,10.632892824147914,10.846328823135016,15.845618166862955,5.900383141762452,0.11954992967651194,10.96085409252669,16.400000000000002,32.4,6.222929936305732
72.31,0.11,15.24,0.16,0.75,0.19,0.89,4.12,4.62,0.17,0.01,,,319.0,41.4,10.6,0.96,7.01,10.2,1.63,195.0,50.5,10.8,49.7,1.82,6.07,9.6,10.1,19.6,2.55,9.38,2.83,0.49,2.72,0.45,2.23,0.35,0.87,0.11,0.67,0.09,"Gao Li-E, et al., 2016,2017",,,98.57000000000002,6.98255566986177,0.8440857619788011,6.131111500727956,2.021887655757149,3.9441720266669735,3.0712749949819877,5.325565069337362,8.235719233063156,10.764528991136215,11.178804771071617,15.355489095128682,6.316831683168317,0.1369472182596291,7.705314009661836,15.07462686567164,29.253731343283583,6.257668711656442
72.47,0.14,15.02,0.26,0.95,0.22,0.79,3.33,4.99,0.18,0.01,,,301.0,35.1,8.38,1.0,8.44,11.4,2.07,175.0,44.0,11.0,53.2,2.07,6.07,11.6,9.75,20.7,2.48,8.87,2.63,0.33,2.55,0.42,2.32,0.38,1.05,0.13,0.79,0.12,"Gao Li-E, et al., 2016,2017",,,98.36000000000001,6.906576108297047,1.011469090717962,6.046626146462421,2.4578119190764554,4.172144226421627,3.237535404620109,5.231126500324917,8.015304857045788,10.814748418709927,11.225474420543188,15.355489095128682,6.840909090909091,0.11848341232227488,8.575498575498575,12.341772151898734,26.202531645569618,5.507246376811595
72.84,0.12,14.81,0.25,0.84,0.2,0.74,3.88,4.55,0.2,0.01,,,335.0,32.6,11.2,1.16,7.26,12.9,1.8,198.0,49.1,11.3,57.8,2.27,6.81,7.78,11.7,23.1,3.06,11.2,3.29,0.48,3.36,0.51,2.57,0.39,1.0,0.11,0.72,0.09,"Gao Li-E, et al., 2016,2017",,,98.44000000000001,6.939764713500206,0.8808096549085122,6.049824146683716,2.4347216580396456,4.056334264531888,3.133782910984872,5.141148740953614,8.149111066368448,10.704391798572406,11.311500921342585,15.355489095128686,6.822810590631365,0.15977961432506887,10.276073619631902,16.25,32.083333333333336,7.166666666666667
78.78,0.08,11.39,0.37,0.87,0.18,0.41,2.65,3.7,0.06,0.02,,,273.0,27.4,7.26,2.01,11.9,16.1,1.94,50.2,23.7,5.06,23.1,1.25,3.16,5.01,3.13,6.38,0.71,2.28,0.72,0.12,0.69,0.13,0.79,0.15,0.49,0.08,0.54,0.07,"Gao Li-E, et al., 2016,2017",,,98.51,7.192001546140393,0.6496456492648868,5.944890711664349,3.0117201403922342,4.328992624269033,3.2969163447185124,4.802734783670852,7.968552598201393,10.67276523897805,10.045485091577047,15.845618166862955,11.518987341772153,0.16890756302521007,9.963503649635037,5.796296296296296,11.814814814814813,8.29896907216495
72.92,0.1,14.92,0.25,0.77,0.19,0.65,4.03,4.49,0.15,0.02,,,361.0,36.4,9.81,2.29,9.47,22.5,2.7,156.0,42.3,8.75,35.2,1.54,3.18,4.45,6.83,13.3,1.74,6.3,1.92,0.37,1.98,0.35,1.89,0.29,0.7,0.08,0.49,0.06,"Gao Li-E, et al., 2016,2017",,,98.49,6.941928231573899,0.6908079360586604,6.0397533879520795,2.415613357750464,3.941648413886144,3.039935036097812,4.9442404885935,8.095341303994163,10.57584802266572,10.79363334128806,15.845618166862957,8.534278959810875,0.24181626187961983,9.917582417582418,13.938775510204081,27.142857142857146,8.333333333333332
73.13,0.1,15.08,0.25,0.79,0.19,0.57,4.07,4.43,0.16,0.02,,,325.0,31.5,9.96,2.41,9.59,23.4,2.89,148.0,37.0,8.73,40.5,1.7,3.38,4.16,7.39,14.1,1.87,7.23,2.07,0.43,2.36,0.39,1.89,0.29,0.74,0.09,0.52,0.07,"Gao Li-E, et al., 2016,2017",,,98.78999999999998,6.947646491165266,0.6940558850787921,6.054587891209209,2.420885020826622,3.9750388293610257,3.0507939762097047,4.81321757792307,8.092752181129088,10.545566614703977,10.846328823135016,15.845618166862957,8.783783783783784,0.251303441084463,10.317460317460318,14.21153846153846,27.115384615384613,8.096885813148788
72.97,0.09,14.92,0.18,0.73,0.18,0.6,3.95,4.59,0.17,0.02,,,338.0,35.7,9.6,2.28,9.51,22.9,2.73,148.0,32.2,5.54,37.6,1.56,2.54,3.99,5.67,11.4,1.4,5.2,1.38,0.27,1.52,0.25,1.24,0.19,0.48,0.05,0.34,0.05,"Gao Li-E, et al., 2016,2017",,,98.39999999999999,6.9855974177731595,0.6274231877945989,6.080738647120594,2.1130050904336555,3.8926792584638306,2.982611297120549,4.847959406252017,8.044494537316524,10.558792756232151,10.895828619568173,15.845618166862955,10.496894409937887,0.2397476340694006,9.467787114845938,16.676470588235293,33.529411764705884,8.388278388278389
72.68,0.1,15.14,0.21,0.78,0.27,0.63,4.0,4.72,0.17,0.02,,,356.0,36.2,11.3,2.24,8.94,22.0,2.78,203.0,46.2,9.49,42.6,1.72,3.85,5.24,8.32,16.1,2.16,8.2,2.27,0.51,2.57,0.45,2.06,0.32,0.82,0.09,0.56,0.08,"Gao Li-E, et al., 2016,2017",,,98.72,6.90909335514062,0.6582967457867528,6.0192403560182175,2.192223821483421,3.888534419958477,3.344220106330184,4.885102894378919,8.049500278091777,10.582979785333404,10.89582861956817,15.845618166862957,7.705627705627705,0.25055928411633116,9.834254143646408,14.857142857142856,28.75,7.913669064748202
72.57,0.09,15.06,0.13,0.69,0.18,0.67,4.02,4.76,0.21,0.02,,,413.0,48.5,11.8,2.49,9.42,22.7,3.01,153.0,33.3,9.34,36.4,1.67,2.79,5.4,6.29,11.3,1.59,6.08,2.02,0.39,2.22,0.39,2.01,0.29,0.74,0.1,0.56,0.07,"Gao Li-E, et al., 2016,2017",,,98.39999999999999,6.98006000416902,0.6271223313191099,6.090250869672794,1.7685713283990991,3.789775438714752,2.924656329285297,4.900266403720467,8.004824132670585,10.529288378904432,11.068361772066384,15.845618166862955,12.402402402402403,0.26433121019108285,8.515463917525773,11.232142857142856,20.178571428571427,7.541528239202658
72.36,0.13,14.54,0.41,0.85,0.32,0.81,3.84,5.37,0.16,0.01,,,385.0,40.4,7.88,0.7,7.19,14.1,1.81,239.0,60.8,11.8,55.8,2.43,9.36,6.87,13.2,27.8,3.27,11.7,3.47,0.52,3.39,0.51,2.62,0.42,1.05,0.13,0.77,0.1,"Gao Li-E, et al., 2016,2017",,,98.8,6.841107610574973,0.8636200121237363,5.92705344592745,2.841679694764689,4.001580343737121,3.5654377953540664,5.236037286808013,8.152686925370729,10.912308787739397,11.129304974638464,15.355489095128682,6.332236842105264,0.09735744089012516,9.52970297029703,17.142857142857142,36.103896103896105,7.790055248618784
73.6,0.1,14.88,0.23,0.8,0.14,0.79,3.98,5.18,0.15,0.01,,,332.0,21.4,8.54,1.05,8.8,14.6,2.3,199.0,52.0,9.48,63.6,2.07,7.48,12.3,12.4,25.0,2.97,11.1,3.41,0.46,3.09,0.49,2.28,0.34,0.86,0.11,0.66,0.09,"Gao Li-E, et al., 2016,2017",,,99.86,7.013556682421961,0.7595378492770655,6.112907385592148,2.4118098734316247,4.067334552701367,2.8139313792112857,5.225036354034441,8.20720208023789,10.8997427488506,11.076609492791501,15.355489095128682,6.384615384615385,0.11931818181818181,15.514018691588786,18.78787878787879,37.878787878787875,6.347826086956522
72.42,0.14,15.44,0.29,1.03,0.13,0.8,3.75,5.53,0.2,0.02,,,369.0,30.0,13.1,4.64,14.6,17.3,3.11,234.0,62.6,12.7,69.7,2.35,9.61,7.09,15.8,32.7,3.96,15.0,4.54,0.55,3.86,0.62,2.95,0.49,1.1,0.14,0.81,0.11,"Gao Li-E, et al., 2016,2017",,,99.75,6.84288535211694,0.9424232286043079,5.999363785097113,2.4915424934886548,4.1800866762468205,2.591130820558404,5.056375759492917,7.9200203079362455,10.67322486271406,11.028524769839139,15.845618166862957,5.894568690095847,0.31780821917808216,12.3,19.506172839506174,40.370370370370374,5.562700964630226
72.94,0.12,14.82,0.38,0.86,0.15,0.79,3.82,5.4,0.18,0.01,,,329.0,18.4,6.72,0.91,7.48,9.72,2.06,263.0,64.0,9.53,66.4,2.1,8.64,5.83,14.7,28.7,3.61,13.6,3.92,0.61,3.38,0.5,2.28,0.35,0.81,0.1,0.56,0.07,"Gao Li-E, et al., 2016,2017",,,99.47000000000003,6.917495677142642,0.8549762549449978,6.021975752044422,2.846979645303537,4.101325866691612,2.849586743661148,5.191646446149699,8.120433465708082,10.88313242060676,11.225474420543186,15.355489095128682,5.140625,0.12165775401069519,17.880434782608695,26.249999999999996,51.24999999999999,4.718446601941748
73.83,0.13,15.02,0.54,0.9,0.16,0.7,3.74,5.11,0.17,0.01,,,383.0,21.6,8.46,1.04,7.85,14.5,9.76,226.0,59.5,9.22,73.9,2.37,7.92,7.86,13.4,26.4,3.28,12.3,3.47,0.59,3.21,0.47,2.16,0.34,0.8,0.09,0.55,0.08,"Gao Li-E, et al., 2016,2017",,,100.31,6.902963370937033,0.9102864913175712,6.012881235548473,3.195307232090049,4.169233404672013,2.948604208098096,5.105610136115626,8.126627087437187,10.851828421396682,11.178804771071617,15.355489095128682,6.436974789915967,0.13248407643312102,17.73148148148148,24.363636363636363,47.99999999999999,1.485655737704918
73.48,0.12,15.02,0.41,0.8,0.16,0.78,3.54,5.0,0.18,0.02,,,345.0,17.0,7.26,0.96,8.06,12.9,2.63,232.0,67.7,9.92,71.1,2.27,9.08,11.7,15.5,31.8,3.8,14.3,4.0,0.64,3.66,0.54,2.33,0.35,0.86,0.08,0.55,0.08,"Gao Li-E, et al., 2016,2017",,,99.51,6.871556985285456,0.7969168466705642,5.971918799690261,2.8573913186700866,3.9545852038171656,2.827970033802261,5.0814158988470215,7.9145629531433315,10.616387848239016,10.942498269039742,15.845618166862955,5.096011816838995,0.11910669975186103,20.294117647058822,28.18181818181818,57.81818181818181,4.904942965779468
73.98,0.06,14.84,0.42,0.81,0.13,0.62,3.53,4.18,0.16,0.04,,,391.0,61.3,13.5,4.07,16.4,50.1,5.36,114.0,32.1,11.8,38.5,1.54,2.78,3.52,5.93,12.9,1.52,5.7,1.88,0.25,2.05,0.43,2.26,0.38,0.94,0.14,0.83,0.12,"Gao Li-E, et al., 2016,2017",,,98.77000000000002,6.940063983664327,0.1378710828001721,5.9612490044551905,2.883809190554877,3.9720591211337557,2.610453173395096,4.8000178059788805,7.823431353409112,10.295166283105564,10.563352671631574,16.33574723859723,12.18068535825545,0.2481707317073171,6.378466557911909,7.144578313253012,15.542168674698797,9.347014925373134
73.87,0.05,14.96,0.33,0.68,0.05,0.6,3.91,4.12,0.15,0.05,,,405.0,68.5,184.0,4.66,18.4,55.2,5.43,93.9,30.3,9.76,28.0,1.14,3.24,2.82,5.76,11.6,1.39,5.06,1.64,0.22,1.65,0.34,1.85,0.31,0.81,0.11,0.72,0.1,"Gao Li-E, et al., 2016,2017",,,98.77000000000001,7.054599961733065,0.07367912066988676,6.090955297366919,2.764491970230799,3.907558917242355,1.6928627969037113,4.72510112443166,7.882644907708778,10.236859887352134,10.419559216432553,16.493533556909558,13.366336633663366,0.25326086956521743,5.912408759124087,8.0,16.11111111111111,10.165745856353592
72.63,0.13,15.29,0.34,0.85,0.17,0.91,3.54,5.49,0.17,0.01,,,354.0,14.6,9.95,1.11,8.28,11.0,2.27,251.0,68.2,10.8,74.1,2.21,8.9,12.8,15.3,29.9,3.61,13.9,3.79,0.59,3.54,0.53,2.49,0.35,0.87,0.1,0.6,0.08,"Gao Li-E, et al., 2016,2017",,,99.52999999999999,6.9013922052783405,0.9257522941811793,6.048759430687288,2.7258368115630196,4.070364417788828,2.961660354508466,5.342053082926368,8.06143130820268,10.913947428811806,11.178804771071619,15.355489095128682,5.190615835777126,0.13405797101449277,24.246575342465754,25.500000000000004,49.833333333333336,4.845814977973569
73.34,0.11,14.76,0.1,0.84,0.12,0.8,3.53,5.21,0.18,0.01,,,356.0,24.6,11.1,1.42,8.22,12.5,2.29,235.0,63.7,10.9,71.7,2.32,8.78,11.4,14.7,29.8,3.64,13.4,3.87,0.53,3.63,0.53,2.46,0.39,0.92,0.11,0.63,0.09,"Gao Li-E, et al., 2016,2017",,,99.00000000000001,7.0772201873634835,0.932951475592142,6.195622403129437,1.629442929405297,4.122790009464544,2.6587646604820283,5.224083591211203,8.057825550451136,10.85211217196703,11.225474420543186,15.355489095128682,5.588697017268446,0.1727493917274939,14.471544715447154,23.333333333333332,47.301587301587304,5.458515283842795
72.78,0.12,14.91,0.21,0.89,0.12,0.84,3.49,5.37,0.17,0.01,,,370.0,22.4,10.4,1.22,8.77,12.5,2.26,250.0,64.3,10.2,67.9,2.22,8.94,8.11,15.1,30.0,3.66,13.4,3.81,0.56,3.43,0.53,2.3,0.37,0.86,0.1,0.59,0.08,"Gao Li-E, et al., 2016,2017",,,98.91000000000003,6.990905701245491,0.9376960843362878,6.11980797707056,2.320898552362593,4.175474326481553,2.6571469953350975,5.2756164909968435,8.053649877343938,10.894807966876778,11.178804771071619,15.355489095128686,5.7542768273716955,0.13911060433295325,16.517857142857142,25.593220338983052,50.847457627118644,5.5309734513274345
72.63,0.11,15.1,0.32,0.83,0.14,0.86,3.7,5.39,0.19,0.01,,,378.0,43.9,13.9,1.96,8.39,15.9,2.26,243.0,62.4,11.5,67.5,2.09,8.8,8.83,14.5,28.4,3.56,13.4,3.78,0.55,3.6,0.52,2.53,0.4,0.96,0.12,0.69,0.09,"Gao Li-E, et al., 2016,2017",,,99.28,6.934259198139067,0.7865484788378484,6.057773624707058,2.684875652725921,4.063274622053728,2.7694797394589306,5.265443145544533,8.08021016608029,10.865919320691425,11.269620121850629,15.355489095128682,6.0576923076923075,0.233611442193087,8.610478359908884,21.01449275362319,41.15942028985507,7.0353982300884965
73.9,0.1,14.71,0.22,0.83,0.16,0.76,3.71,5.12,0.15,0.02,,,338.0,30.3,11.6,1.81,9.02,16.0,2.81,197.0,54.1,8.79,53.2,1.78,8.08,16.5,12.4,25.1,3.03,11.3,3.03,0.48,2.66,0.41,1.98,0.33,0.78,0.1,0.58,0.08,"Gao Li-E, et al., 2016,2017",,,99.68,6.957661270362916,0.6940411462252588,6.028386010921507,2.2823513998291802,4.007419167231725,2.849213804154015,5.078097147215516,7.9919813571353275,10.689558662726172,10.79363334128806,15.845618166862957,6.247689463955638,0.20066518847006654,11.155115511551156,21.379310344827587,43.27586206896552,5.693950177935943
73.76,0.06,14.69,0.2,0.56,0.08,0.73,4.0,4.76,0.14,0.02,,,416.0,49.9,10.8,2.5,10.2,22.8,2.26,128.0,39.0,9.28,48.7,1.69,6.17,18.3,8.12,14.2,1.96,7.4,2.36,0.32,2.1,0.36,1.87,0.31,0.82,0.11,0.66,0.09,"Gao Li-E, et al., 2016,2017",,,99.00000000000001,7.112606466048137,0.33000547227613947,6.1629527769996555,2.3331529816633365,3.746256268024803,2.2239809465236053,5.053498500318645,8.091027894350285,10.64633607356106,10.737300897610577,15.845618166862957,10.666666666666666,0.2450980392156863,8.336673346693386,12.303030303030301,21.515151515151512,10.08849557522124
73.19,0.08,15.14,0.27,0.72,0.13,0.55,3.92,4.86,0.18,0.02,,,508.0,67.5,23.7,3.54,12.8,41.0,3.03,116.0,32.3,10.2,47.9,1.73,5.64,16.6,6.59,12.8,1.69,6.66,2.06,0.25,2.14,0.38,2.06,0.34,0.87,0.12,0.71,0.09,"Gao Li-E, et al., 2016,2017",,,99.05999999999999,6.989977985502182,0.5055326332718433,6.085567230914208,2.532938726655875,3.92063313001125,2.6782917725526416,4.749049879869718,8.012113471628963,10.591793181849097,10.942498269039742,15.845618166862955,15.727554179566566,0.2765625,7.525925925925926,9.28169014084507,18.028169014084508,13.531353135313532
74.62,0.04,14.18,0.07,0.53,0.07,0.58,4.37,4.39,0.13,0.02,,,438.0,68.6,12.2,2.68,8.66,24.1,1.78,101.0,33.4,8.15,39.6,1.43,3.76,5.76,5.63,11.0,1.36,5.0,1.62,0.26,1.47,0.26,1.47,0.26,0.7,0.09,0.63,0.08,"Gao Li-E, et al., 2016,2017",,,99.0,7.295675140795682,0.09313398457810339,6.291233444636068,1.4005484773174024,3.752227839396573,2.1461172912246407,4.855674917404173,8.20482161850831,10.597651776721136,10.676791991727574,15.845618166862957,13.113772455089821,0.3094688221709007,6.384839650145773,8.936507936507937,17.46031746031746,13.53932584269663
73.78,0.05,14.55,0.2,0.58,0.05,0.6,4.06,4.66,0.14,0.01,,,460.0,69.5,10.7,2.97,10.1,32.7,2.47,88.8,24.4,5.42,41.3,1.57,3.07,7.42,4.72,7.82,1.13,4.14,1.18,0.17,1.2,0.2,1.05,0.18,0.46,0.06,0.42,0.05,"Gao Li-E, et al., 2016,2017",,,98.68,7.245375300324524,0.2839416356026183,6.294117098114531,2.4899560289461515,3.961568410274699,1.9270370942801527,5.002179889717723,8.264084764362366,10.828042787212873,11.020277049114021,15.355489095128682,18.852459016393443,0.2940594059405941,6.618705035971223,11.238095238095237,18.61904761904762,13.238866396761134
73.1,0.08,14.44,0.27,0.62,0.09,0.75,4.43,4.78,0.12,0.01,,,422.0,44.2,9.86,1.66,7.11,18.2,1.34,167.0,46.6,8.69,31.9,1.57,7.42,27.3,6.47,14.6,1.66,5.97,1.85,0.33,1.91,0.31,1.74,0.31,0.78,0.1,0.67,0.1,"Gao Li-E, et al., 2016,2017",,,98.69,7.097367117159722,0.6244620218192204,6.167149863000571,2.6743605349247375,3.9211342400087146,2.443194978816152,5.213459617333869,8.370877587308893,10.894561036538398,10.89441354608738,15.355489095128686,9.055793991416309,0.23347398030942332,9.547511312217194,9.656716417910447,21.791044776119403,13.582089552238804
73.08,0.09,14.68,0.29,0.64,0.11,0.75,4.09,5.02,0.14,0.02,,,443.0,53.1,10.2,1.33,7.29,19.6,1.67,192.0,49.8,9.95,35.5,1.66,7.78,12.4,10.1,21.7,2.51,8.98,2.56,0.43,2.55,0.4,2.0,0.34,0.88,0.12,0.7,0.09,"Gao Li-E, et al., 2016,2017",,,98.91,6.987908139879252,0.6283746008911557,6.064696706520834,2.618124295434384,3.814916278463797,2.5030016517297873,5.064400093967893,8.099037527921224,10.692393266480494,10.737300897610575,15.845618166862957,8.89558232931727,0.1824417009602195,8.342749529190208,14.428571428571429,31.0,11.736526946107785
72.85,0.12,15.15,0.34,0.94,0.3,0.72,4.07,5.18,0.14,0.02,,,481.0,53.6,8.92,1.87,10.3,23.3,2.28,168.0,44.6,10.2,36.1,1.79,8.37,32.6,9.51,21.0,2.38,8.33,2.43,0.37,2.73,0.4,2.09,0.36,0.96,0.13,0.76,0.11,"Gao Li-E, et al., 2016,2017",,,99.82999999999998,6.823726761357496,0.7535524689257622,5.933061725332041,2.6062393144023948,4.0423460575875145,3.4340929847340287,5.022301567732435,8.087637381440528,10.719564919671019,10.737300897610577,15.845618166862955,10.784753363228699,0.18155339805825244,8.973880597014926,12.513157894736842,27.63157894736842,10.219298245614036
72.88,0.1,14.97,0.29,0.57,0.22,0.8,4.09,4.91,0.15,0.01,,,414.0,45.7,10.4,1.37,7.84,19.9,1.61,179.0,55.6,11.9,41.1,1.89,8.11,10.1,8.16,18.6,2.09,7.59,2.42,0.36,2.58,0.41,2.3,0.39,1.05,0.14,0.85,0.11,"Gao Li-E, et al., 2016,2017",,,98.99,6.974799087936447,0.7273916332076525,6.083724762814778,2.618649488954935,3.6916823724596073,3.234500578134442,5.241315010722788,8.243556904673998,10.85338344383105,11.076609492791503,15.355489095128686,7.446043165467626,0.1747448979591837,9.059080962800875,9.6,21.882352941176475,12.360248447204967
73.41,0.09,14.43,0.14,0.36,0.26,0.61,4.34,4.94,0.14,0.01,,,393.0,31.4,8.96,1.31,7.29,18.3,1.66,171.0,48.5,8.11,33.5,1.48,6.29,6.86,5.86,14.8,1.5,5.31,1.74,0.31,1.85,0.31,1.68,0.28,0.75,0.1,0.59,0.08,"Gao Li-E, et al., 2016,2017",,,98.72999999999999,7.106858402036,0.7539527448131195,6.185422788994197,1.9989051750323086,3.2762173532991574,3.4315535759236058,4.994439703153562,8.310687912618498,10.878575268252654,11.02027704911402,15.355489095128682,8.103092783505154,0.17969821673525377,12.515923566878982,9.932203389830509,25.08474576271187,11.024096385542169
73.26,0.09,15.01,0.19,0.71,0.11,0.68,4.17,4.73,0.13,0.02,,,480.0,75.8,11.9,1.69,7.75,26.0,1.69,148.0,41.3,7.35,35.9,1.8,6.21,4.93,8.31,18.6,1.94,7.14,2.1,0.28,1.91,0.32,1.65,0.27,0.71,0.09,0.57,0.08,"Gao Li-E, et al., 2016,2017",,,99.10000000000001,7.034570679560118,0.6769107551699126,6.141788577615225,2.2322290717090505,3.9403686521963173,2.5357482243568734,4.995814201519969,8.146240244587636,10.66225378645213,10.676791991727574,15.845618166862957,11.62227602905569,0.21806451612903224,6.33245382585752,14.578947368421055,32.631578947368425,15.384615384615385
73.46,0.08,14.89,0.28,0.57,0.1,0.76,4.38,4.68,0.12,0.02,,,442.0,69.3,10.7,1.59,6.66,18.9,1.36,158.0,45.6,9.13,34.9,1.66,6.57,11.7,8.35,17.7,2.03,7.18,2.12,0.35,2.06,0.33,1.8,0.32,0.8,0.11,0.68,0.1,"Gao Li-E, et al., 2016,2017",,,99.33999999999999,7.035726875726374,0.5517860648756138,6.119151259510848,2.6267209413368313,3.738348738049857,2.4367549715603825,5.104932454736273,8.210460240904458,10.67615679372542,10.611437394583934,15.845618166862957,9.692982456140351,0.23873873873873874,6.378066378066379,12.27941176470588,26.02941176470588,13.89705882352941
72.69,0.19,14.64,0.37,1.03,0.37,0.97,2.87,6.49,0.06,0.02,,,245.0,9.68,6.45,2.18,7.89,2.85,0.11,1077.0,286.0,9.04,165.0,4.65,24.8,4.84,44.1,88.5,9.79,39.4,7.97,1.95,5.91,0.7,2.31,0.34,0.84,0.12,0.86,0.14,"Gao Li-E, et al., 2016,2017",,,99.69999999999999,6.8096211848888695,1.2223681827666315,5.930872075775216,2.7297980765907774,4.189800152499314,3.732122140954575,5.47168887510821,7.914234000909946,11.159410643902302,10.04548509157705,15.845618166862957,0.8566433566433567,0.276299112801014,25.3099173553719,51.27906976744186,102.90697674418605,25.90909090909091
72.11,0.23,14.91,0.64,1.26,0.45,0.93,2.9,6.75,0.07,0.02,,,256.0,11.0,6.12,2.08,8.84,3.5,0.12,1059.0,277.0,15.2,297.0,8.37,44.9,8.82,77.6,172.0,18.1,70.4,13.6,2.24,11.0,1.24,3.9,0.56,1.43,0.21,1.45,0.23,"Gao Li-E, et al., 2016,2017",,,100.27,6.687381033279673,1.2972433334028852,5.831522908126188,3.180544000658896,4.330567714727742,3.8883927948844432,5.3960325446742905,7.880282478272902,11.148928631145152,10.17134859460369,15.845618166862957,0.924187725631769,0.23529411764705885,23.272727272727273,53.51724137931034,118.62068965517241,29.166666666666668
72.35,0.22,15.03,0.64,1.21,0.43,0.98,2.91,6.74,0.07,0.02,,,243.0,11.6,6.62,2.35,8.66,3.14,0.2,1049.0,270.0,14.6,284.0,8.54,45.3,8.96,78.7,169.0,17.8,69.7,13.5,2.22,10.7,1.2,3.74,0.56,1.47,0.19,1.41,0.24,"Gao Li-E, et al., 2016,2017",,,100.59999999999998,6.696486305807785,1.2571113574238966,5.842461296183698,3.184271158815306,4.2915068287434055,3.837919861398773,5.443479953913664,7.883692919475401,11.147644679236457,10.171348594603689,15.845618166862955,0.9,0.27136258660508084,20.948275862068964,55.815602836879435,119.8581560283688,15.7
72.12,0.23,14.94,0.65,1.29,0.46,0.98,2.9,6.61,0.07,0.03,,,245.0,12.9,7.06,2.56,9.86,3.54,0.3,993.0,280.0,11.7,216.0,6.44,33.7,6.7,57.0,116.0,13.4,53.2,10.1,2.06,7.76,0.91,2.97,0.44,1.06,0.15,1.07,0.19,"Gao Li-E, et al., 2016,2017",,,100.28,6.644003271264403,1.249579940300341,5.780947824122569,3.138312029950909,4.291261648318271,3.8413301493496648,5.373636839436318,7.7943042654107755,11.013730039070344,10.005818157375785,16.132325294340777,0.875,0.25963488843813387,18.992248062015502,53.271028037383175,108.41121495327103,11.8
72.19,0.21,14.9,0.36,1.16,0.41,1.05,3.07,6.3,0.07,0.02,,,235.0,10.6,6.94,2.31,8.68,3.11,0.14,964.0,275.0,12.8,237.0,7.69,37.0,7.38,64.3,132.0,15.3,61.9,11.7,2.16,9.22,1.04,3.13,0.48,1.21,0.18,1.28,0.22,"Gao Li-E, et al., 2016,2017",,,99.73999999999998,6.7522816207610745,1.2717634384718326,5.898539290998119,2.6459163754378707,4.251045949843909,3.785337082643997,5.509014988691264,7.946662430246811,11.089179051757418,10.17134859460369,15.845618166862957,0.8545454545454545,0.26612903225806456,22.169811320754718,50.234375,103.125,22.21428571428571
71.75,0.21,15.01,0.36,1.16,0.43,1.2,3.07,6.3,0.07,0.02,,,251.0,12.0,8.64,2.47,9.75,3.35,0.12,954.0,297.0,13.6,296.0,8.46,37.1,7.76,60.4,128.0,13.8,56.8,11.1,2.04,8.55,1.02,3.29,0.49,1.24,0.18,1.4,0.24,"Gao Li-E, et al., 2016,2017",,,99.57999999999998,6.7300201064675,1.2537892504549568,5.886421385306684,2.624566530497692,4.226837501168982,3.8088277465041354,5.630911915150482,7.946662430246811,11.089179051757418,10.17134859460369,15.845618166862957,0.8451178451178452,0.25333333333333335,20.916666666666668,43.142857142857146,91.42857142857143,27.916666666666668
