SiO2,TiO2,Al2O3,Fe2O3,FeO,MgO,CaO,Na2O,K2O,P2O5,MnO,LOI,Li,Rb,Cs,Be,Ta,Nb,Sn,W,Ba,Sr,Y,Zr,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Source_Sheet,Li_Class,Li_Label,Total_Majors,ilr_SiO2_vs_rest,ilr_TiO2_vs_rest,ilr_Al2O3_vs_rest,ilr_Fe2O3_vs_rest,ilr_FeO_vs_rest,ilr_MgO_vs_rest,ilr_CaO_vs_rest,ilr_Na2O_vs_rest,ilr_K2O_vs_rest,ilr_P2O5_vs_rest,ilr_MnO_vs_rest,Rb_Sr,Ta_Nb,Rb_Cs,La_Yb,Ce_Yb,Sn_W
74.95,0.14,15.12,1.0891309179817736,0.98,0.29,0.87,3.62,3.92,0.08,0.03,,,364.8,,,2.7,9.3,,,301.4,127.6,8.3,59.1,2.3,11.9,6.6,19.2,38.9,4.5,16.3,3.7,0.5,2.7,0.4,1.6,0.3,0.7,0.1,0.6,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.08913091798179,6.767087748715349,0.8233763606362922,5.8456764769968705,3.745451700915967,4.134070313953227,3.4583775153987344,5.295476925147147,8.079629616799343,10.522691501004667,10.114846082900227,16.132325294340777,2.858934169278997,0.2903225806451613,,32.0,64.83333333333333,
74.39,0.14,15.21,1.0557901755945764,0.95,0.29,0.98,3.53,4.38,0.09,0.03,,,336.7,,,0.9,7.1,,,408.8,180.6,8.7,61.4,2.3,13.8,11.5,22.6,45.5,5.3,19.4,4.3,0.7,3.2,0.4,1.9,0.3,0.7,0.1,0.6,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.04579017559458,6.736722201500473,0.797978322355973,5.823853649719009,3.681781753270351,4.061875379328026,3.4085956576791148,5.366997231068883,8.005963536624845,10.584782109190538,10.21101552880495,16.132325294340777,1.8643410852713178,0.1267605633802817,,37.66666666666667,75.83333333333334,
74.45,0.18,15.06,1.1891531451433652,1.07,0.31,0.9,3.0,4.91,0.1,0.02,,,312.5,,,0.6,6.9,,,480.3,138.5,10.4,72.1,2.6,22.5,38.6,33.7,71.1,7.9,29.7,6.5,0.8,4.5,0.5,2.3,0.4,0.8,0.1,0.6,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.18915314514337,6.727721737834098,1.0508540181287542,5.828062593885647,3.8231671638735674,4.222191365957538,3.537264748366011,5.3528981067341235,7.902017020071287,10.770336782845515,10.46257246683225,15.845618166862955,2.256317689530686,0.08695652173913043,,56.16666666666667,118.5,
74.69,0.16,15.02,1.1335852411647032,1.02,0.27,0.82,3.23,4.65,0.12,0.02,,,334.2,,,1.1,11.2,,,393.0,139.7,9.9,68.9,2.6,16.0,5.7,25.7,51.8,6.0,22.5,5.3,0.6,3.6,0.5,2.2,0.3,0.7,0.1,0.5,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.13358524116471,6.752180844415422,0.9507401926579698,5.838733376920943,3.7871593927255818,4.181362391218982,3.3925904997569782,5.231077891491845,7.939485594677503,10.670587479330436,10.611437394583934,15.845618166862957,2.3922691481746603,0.09821428571428573,,51.4,103.6,
74.81,0.14,14.94,1.100244498777506,0.99,0.25,0.81,3.22,4.73,0.09,0.02,,,329.2,,,1.1,10.9,,,375.8,136.9,7.8,69.1,2.6,16.0,4.8,25.5,51.2,5.9,21.7,4.6,0.6,3.2,0.4,1.7,0.3,0.6,0.1,0.5,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.10024449877751,6.802593094121355,0.864231432368225,5.87821944443585,3.8053067295214036,4.201939536984643,3.3654684013458054,5.269851975442985,7.997225560866486,10.768406786848654,10.376545966032856,15.845618166862955,2.4046749452154854,0.10091743119266056,,51.0,102.4,
74.73,0.17,14.77,1.1891531451433652,1.07,0.26,0.81,3.32,4.73,0.11,0.03,,,353.9,,,1.8,13.9,,,383.2,123.6,10.8,75.3,2.9,19.2,7.7,30.2,60.4,7.0,25.9,5.5,0.6,4.1,0.5,2.3,0.4,0.8,0.1,0.6,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,101.18915314514337,6.7133052465938015,0.9711762127042776,5.779729815797633,3.7897530850417818,4.184303361867304,3.3035318162080434,5.15360348097845,7.889044120286366,10.593430452170258,10.374862465542186,16.132325294340777,2.8632686084142396,0.12949640287769784,,50.333333333333336,100.66666666666667,
75.37,0.13,15.1,0.6334741053567459,0.57,0.17,0.59,3.36,4.64,0.05,0.01,,,378.8,,,1.5,11.6,,,342.8,129.7,8.4,60.5,2.3,14.5,6.2,22.8,45.7,5.3,18.9,4.0,0.5,2.8,0.4,1.7,0.3,0.7,0.1,0.5,0.1,"Qi Cai-Ji, 2013, Master's thesi",,,100.62347410535675,7.081969201642904,1.0847257714338248,6.211330558231947,3.580880368953777,3.947463963680679,3.2513644522435223,5.210155057351097,8.326013226133933,11.121543464860448,10.179596315328807,15.355489095128682,2.9205859676175794,0.12931034482758622,,45.6,91.4,
73.8,0.07,14.89,0.05,0.48,0.05,0.71,5.04,4.21,0.12,0.01,,,352.0,56.8,10.6,1.34,6.14,16.7,1.01,95.8,37.2,8.32,28.2,1.27,3.17,12.6,4.99,9.36,1.18,4.18,1.29,0.28,1.64,0.3,1.85,0.27,0.66,0.08,0.49,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,99.42999999999999,7.3402556096648945,0.7404885973514557,6.46852420519082,1.1900618538600958,3.7673297627670386,1.9071543449132506,5.163056401707765,8.514657628296952,10.784594950450568,10.89441354608738,15.355489095128686,9.462365591397848,0.2182410423452769,6.19718309859155,10.183673469387756,19.10204081632653,16.534653465346533
74.2,0.1,14.95,0.04,0.61,0.02,0.66,4.64,4.32,0.14,0.02,,,429.0,89.9,11.1,3.56,16.1,39.8,1.48,98.8,41.4,9.29,33.1,1.39,3.29,5.09,5.2,10.6,1.22,4.44,1.41,0.24,1.86,0.33,1.9,0.31,0.74,0.1,0.54,0.08,"Gao Li-et al., 2021Liu Zhi2017",,,99.69999999999999,7.329911120943796,1.0975713640171487,6.491564638657943,0.9748769689442754,4.0181045861483415,0.9481407931350195,4.952087443364769,8.245466912620351,10.562338307245431,10.737300897610579,15.845618166862957,10.36231884057971,0.22111801242236023,4.771968854282536,9.62962962962963,19.629629629629626,26.89189189189189
74.31,0.04,14.62,0.03,0.34,0.04,0.62,5.07,4.38,0.14,0.01,,,451.0,85.0,12.3,1.13,5.87,14.4,0.88,136.0,46.6,7.61,39.2,1.62,2.95,8.1,4.97,9.5,1.21,4.35,1.39,0.31,1.67,0.29,1.54,0.26,0.64,0.08,0.42,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,99.6,7.485467155824516,0.30540694890672176,6.558120926425939,0.7678310762875145,3.466010638688049,1.6906687033453276,5.002866002389771,8.476644961385066,10.774378030256774,11.020277049114021,15.355489095128682,9.678111587982832,0.19250425894378193,5.305882352941176,11.833333333333334,22.61904761904762,16.363636363636363
73.98,0.07,14.88,0.04,0.47,0.1,0.58,4.54,4.77,0.15,0.01,,,472.0,79.2,10.5,1.31,10.2,20.8,1.36,116.0,41.1,6.95,30.3,1.32,2.5,6.05,4.26,8.62,1.01,3.7,1.06,0.24,1.41,0.26,1.53,0.25,0.52,0.07,0.38,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,99.59,7.299974643083881,0.6938080534557425,6.416208764549904,0.8956045054618809,3.6494899626750863,2.542509469116259,4.933974642380591,8.343387457544656,10.828331375398841,11.076609492791505,15.355489095128682,11.48418491484185,0.12843137254901962,5.959595959595959,11.210526315789473,22.684210526315788,15.294117647058822
72.81,0.08,14.98,0.05,0.59,0.07,0.72,4.74,4.45,0.15,0.01,,,385.0,49.8,12.0,1.32,9.25,18.1,1.21,135.0,53.1,10.1,40.9,1.67,3.59,6.07,5.71,11.3,1.39,5.46,1.61,0.38,2.24,0.39,2.18,0.34,0.81,0.1,0.52,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,98.65000000000002,7.247809220828732,0.793432165743857,6.392653175948897,1.0988437868475536,3.8844811222242104,2.1829918158939874,5.136165991311133,8.397474074268954,10.768192658550602,11.076609492791501,15.355489095128682,7.250470809792843,0.14270270270270272,7.730923694779117,10.98076923076923,21.73076923076923,14.958677685950414
72.79,0.09,15.25,0.0,0.68,0.3,0.72,4.22,4.49,0.15,0.02,,,406.0,70.3,10.8,2.68,12.3,28.7,1.55,144.0,50.5,9.36,34.1,1.47,4.44,17.5,6.19,11.9,1.47,5.37,1.65,0.32,1.81,0.37,1.98,0.3,0.75,0.09,0.6,0.07,"Gao Li-et al., 2021Liu Zhi2017",,,98.71000000000001,9.075934382739817,2.9198629682483417,8.638186468644003,-21.14982113387146,3.744517855425204,3.439920614042842,5.029196911719888,8.13654644851829,10.57584802266572,10.793633341288059,15.845618166862955,8.03960396039604,0.21788617886178863,5.77524893314367,10.316666666666668,19.833333333333336,18.516129032258064
73.38,0.07,14.99,0.12,0.56,0.21,0.7,4.23,4.23,0.17,0.02,,,397.0,72.0,11.3,3.37,13.4,33.6,1.52,116.0,37.2,5.96,40.6,1.61,2.19,6.16,4.32,7.68,0.96,3.51,0.99,0.16,1.13,0.22,1.15,0.2,0.47,0.06,0.38,0.05,"Gao Li-et al., 2021Liu Zhi2017",,,98.67999999999999,7.045108480789918,0.42315699685335173,6.124756452919869,1.7271931517539842,3.605257967129005,3.1035766392762687,4.991087529288656,8.124014411303657,10.4880575064427,10.895828619568174,15.845618166862957,10.672043010752688,0.25149253731343285,5.513888888888889,11.368421052631579,20.210526315789473,22.105263157894736
72.5,0.05,15.4,0.02,0.63,0.25,0.75,4.49,4.42,0.16,0.01,,,416.0,51.2,12.1,0.62,3.56,10.7,0.62,142.0,48.8,8.49,34.7,1.51,2.87,2.3,5.22,10.1,1.3,5.06,1.66,0.32,1.86,0.38,1.91,0.29,0.63,0.08,0.44,0.05,"Gao Li-et al., 2021Liu Zhi2017",,,98.68,7.241606309787747,0.2981682536504892,6.3696929186624,0.07197147576991698,3.7697998070586074,3.3546761536312375,5.172775819180632,8.33609135701202,10.743703849956626,11.129304974638462,15.355489095128682,8.524590163934427,0.17415730337078653,8.125,11.863636363636363,22.954545454545453,17.258064516129032
73.98,0.04,14.65,0.03,0.52,0.26,0.46,5.23,3.57,0.1,0.04,,,435.0,97.9,97.1,14.2,24.7,16.2,0.46,29.2,17.5,3.98,21.3,1.82,2.28,7.13,1.52,2.81,0.32,1.14,0.42,0.09,0.52,0.11,0.69,0.13,0.34,0.05,0.37,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,98.88000000000001,7.230825496985022,0.03112896919223076,6.257055975215911,0.4290560007297597,3.5360950503300055,3.3344463345360116,4.570370687618432,8.315411680182867,10.294232903156349,10.179596315328808,16.33574723859723,24.857142857142858,0.5748987854251012,4.443309499489274,4.108108108108108,7.594594594594595,35.21739130434782
73.23,0.07,15.17,0.0,0.66,0.46,0.67,4.21,4.33,0.15,0.02,,,402.0,90.1,10.7,3.16,11.4,32.7,1.28,135.0,48.7,9.42,36.8,1.59,2.92,4.68,5.27,9.69,1.26,4.78,1.55,0.36,1.85,0.38,2.02,0.34,0.82,0.1,0.63,0.08,"Gao Li-et al., 2021Liu Zhi2017",,,98.97,9.079059661163553,2.6533850023205185,8.602948439273979,-21.183639683817248,3.6742570641760133,3.8527276299657864,4.970552283407493,8.142538045955146,10.54442415255071,10.793633341288059,15.845618166862955,8.254620123203285,0.2771929824561404,4.4617092119866815,8.365079365079364,15.38095238095238,25.546875
73.38,0.06,14.95,0.22,0.57,0.14,1.17,4.9,3.47,0.05,0.06,,,135.0,7.09,9.55,1.82,7.87,6.15,0.57,337.0,58.0,51.3,44.7,2.29,23.6,11.7,24.4,48.2,5.24,19.3,4.51,0.64,5.58,1.14,7.99,1.74,5.18,0.8,5.22,0.73,"Gao Li-et al., 2021Liu Zhi2017",,,98.97,7.010375728467134,0.22343457603622027,6.063627544357136,2.304587156824037,3.6308964429724626,2.676111301543665,5.492175307421862,8.32779698845634,10.352674914807729,9.448113575094014,16.62245436607505,2.3275862068965516,0.2312579415501906,19.040902679830747,4.674329501915709,9.233716475095786,10.789473684210527
73.31,0.05,14.67,0.2,0.4,0.06,0.64,3.64,6.46,0.06,0.04,,,262.0,11.5,5.73,3.47,12.3,6.11,0.74,676.0,60.0,20.7,44.6,2.31,9.32,4.46,9.76,17.8,2.05,7.55,1.89,0.43,2.34,0.44,3.39,0.74,2.09,0.33,2.1,0.3,"Gao Li-et al., 2021Liu Zhi2017",,,99.53,7.183558711453964,0.22292754332283343,6.235321374163936,2.4155085743406324,3.4799347812679655,1.969158782819329,4.922994092676179,7.972857585368939,10.955303808168994,9.762508940073602,16.33574723859723,4.366666666666666,0.2821138211382114,22.782608695652176,4.647619047619047,8.476190476190476,8.256756756756758
71.12,0.02,16.08,0.11,0.23,,0.54,3.38,8.2,0.04,0.08,,,339.0,15.1,6.33,3.65,6.56,4.6,0.72,627.0,56.0,11.3,43.0,3.25,3.76,6.06,2.96,4.48,0.53,1.95,0.51,0.3,0.83,0.21,1.67,0.38,1.18,0.2,1.45,0.22,"Gao Li-et al., 2021Liu Zhi2017",,,99.80000000000001,9.348009737532484,1.6647597493953827,8.891917926411308,4.65423336127173,6.065931017262796,-19.83828405489304,4.685360257276135,7.788914430281554,11.078808394496868,9.148471914114353,16.825876310331505,6.053571428571429,0.5564024390243902,22.450331125827816,2.0413793103448277,3.0896551724137935,6.388888888888888
75.79,0.13,13.24,0.48,0.84,0.16,0.78,3.44,4.94,0.03,0.03,,,228.0,13.0,4.96,1.53,17.7,11.6,0.86,676.0,56.0,17.5,94.3,3.19,19.6,2.65,27.2,49.5,5.72,20.8,4.06,0.51,3.51,0.57,3.19,0.64,1.9,0.27,1.77,0.25,"Gao Li-et al., 2021Liu Zhi2017",,,99.86,7.011444444873946,1.0016414984553168,5.980914660318645,3.168431515355446,4.190918085811127,3.048164339441602,5.341953314836333,8.201617267285437,11.006121397485204,9.314002351342255,16.132325294340777,4.071428571428571,0.0864406779661017,17.53846153846154,15.367231638418078,27.966101694915253,13.488372093023255
77.0,0.07,12.65,0.32,0.86,0.04,0.2,2.46,6.11,0.02,0.08,,,274.0,18.6,6.3,3.14,20.1,19.3,4.54,603.0,31.0,12.2,69.2,2.71,11.9,2.75,13.7,24.1,2.9,10.9,2.41,0.37,2.35,0.37,2.17,0.47,1.55,0.23,1.67,0.24,"Gao Li-et al., 2021Liu Zhi2017",,,99.80999999999999,7.317424597226762,0.6709600119985026,6.219805979070268,3.0538099877277314,4.519565083178399,1.9048683145211447,4.016921484089478,7.725521259901964,11.02411168413705,8.582519611107463,16.825876310331505,8.838709677419354,0.1562189054726368,14.731182795698924,8.203592814371257,14.431137724550899,4.251101321585903
76.4,0.02,12.42,0.72,1.74,0.11,0.05,1.03,6.31,0.01,0.08,,,312.0,25.5,1.89,4.31,36.3,7.91,3.11,1082.0,18.0,48.2,44.0,3.8,7.94,3.61,8.85,14.0,2.0,7.84,2.92,0.49,5.44,1.23,8.7,1.91,5.9,0.88,5.97,0.89,"Gao Li-et al., 2021Liu Zhi2017",,,98.89000000000001,7.454568038492648,-0.48451121731766184,6.243570896994578,3.9599635567122426,5.433490329145184,3.291660515340378,3.0310334817215137,7.094620960355759,11.252099768325335,8.016567308100575,16.825876310331502,17.333333333333332,0.118732782369146,12.235294117647058,1.4824120603015076,2.345058626465662,2.5434083601286175
72.17,0.06,15.07,0.25,0.56,0.37,0.29,2.66,7.35,0.09,0.01,,,385.0,52.7,5.07,2.33,3.87,8.27,1.34,751.0,24.2,25.6,21.5,1.0,7.18,3.56,9.08,15.0,2.23,8.66,2.45,0.33,3.18,0.7,4.48,0.86,2.3,0.31,1.82,0.25,"Gao Li-et al., 2021Liu Zhi2017",,,98.88000000000001,7.113632369979739,0.3539850747607437,6.21638371840891,2.6024818437365917,3.813096001687942,3.9553443639627073,4.413151945011281,7.882772672501232,11.35022358573101,10.659522117536298,15.355489095128682,15.90909090909091,0.6020671834625323,7.3055028462998095,4.989010989010989,8.241758241758241,6.171641791044776
72.99,0.04,14.78,0.08,0.45,0.42,0.7,3.78,5.29,0.06,0.01,,,264.0,15.3,4.03,0.35,0.8,4.93,0.33,553.0,34.4,8.11,19.5,0.95,2.26,2.97,3.48,5.77,0.71,2.69,0.73,0.3,0.86,0.2,1.37,0.25,0.65,0.1,0.58,0.08,"Gao Li-et al., 2021Liu Zhi2017",,,98.60000000000001,7.22524189722967,0.03914235250029902,6.27522756884435,1.4803284968213573,3.5250116031201495,3.99581197755836,5.287489925676623,8.36127751769091,11.182451055209464,10.328461243080492,15.355489095128682,7.674418604651163,0.43749999999999994,17.254901960784313,6.0,9.948275862068966,14.939393939393938
73.6,0.08,14.81,0.37,0.43,0.33,0.92,3.82,4.57,0.11,0.01,,,187.0,4.64,2.51,0.26,7.95,7.93,0.83,201.0,37.5,23.2,70.1,2.97,5.65,5.61,8.56,16.8,2.13,8.05,2.86,0.36,3.51,0.75,4.23,0.73,1.79,0.23,1.41,0.18,"Gao Li-et al., 2021Liu Zhi2017",,,99.04999999999998,6.999626030496874,0.5102426536463645,6.067544663508552,2.870357226313463,3.4153376020725896,3.65779153306929,5.451096387949586,8.267871343356855,10.880770838354438,10.823369054273533,15.355489095128682,4.986666666666666,0.03270440251572327,40.30172413793104,6.070921985815604,11.914893617021278,9.55421686746988
78.56,0.08,11.99,0.34,0.41,0.2,0.92,3.56,2.78,0.05,0.01,,,135.0,6.8,4.1,0.7,11.6,8.04,1.98,110.0,31.4,5.65,9.41,0.43,2.03,2.43,3.37,5.99,0.79,2.9,0.93,0.24,0.92,0.19,1.08,0.18,0.46,0.07,0.34,0.05,"Gao Li-et al., 2021Liu Zhi2017",,,98.9,7.253569985888844,0.7200234829491636,6.0768104856507,3.015072963345792,3.618908947981356,3.40340051684524,5.698668721194158,8.49227420960419,10.67791031365863,10.179596315328808,15.355489095128686,4.299363057324841,0.06034482758620689,19.852941176470587,9.911764705882353,17.61764705882353,4.0606060606060606
76.87,0.06,12.56,0.25,0.81,0.29,0.76,3.94,3.65,0.02,0.05,,,164.0,6.51,3.8,1.5,13.4,5.34,0.51,477.0,36.9,23.4,62.7,2.64,14.2,3.28,23.7,42.6,5.51,20.7,4.8,0.51,4.06,0.77,4.13,0.85,2.48,0.38,2.59,0.38,"Gao Li-et al., 2021Liu Zhi2017",,,99.26,7.11267821453277,0.2867692029882355,5.950029864419826,2.4979296405749465,4.089126732972531,3.6122644475981613,5.329481848204693,8.367111935402212,10.713614098609728,8.774397789258847,16.493533556909554,4.444444444444445,0.11194029850746269,25.192012288786483,9.150579150579151,16.44787644787645,10.470588235294118
74.91,0.08,14.04,0.22,0.57,0.26,0.54,3.01,5.04,0.2,0.04,,,376.0,126.0,8.87,9.42,22.5,35.4,8.76,107.0,26.1,9.76,31.7,1.43,2.94,4.11,4.66,8.63,1.2,4.31,1.73,0.22,1.79,0.38,2.11,0.31,0.81,0.12,0.76,0.11,"Gao Li-et al., 2021Liu Zhi2017",,,98.91000000000001,6.948532866309915,0.4357694256791325,5.928931060427214,2.220602324321399,3.5356665940995815,3.2347881090851045,4.628100057809159,7.5891653189815855,10.392779168896208,10.745548618335697,16.33574723859723,14.406130268199233,0.4186666666666667,2.984126984126984,6.131578947368421,11.355263157894738,4.041095890410959
72.42,0.02,15.16,0.12,0.48,0.17,0.33,3.45,6.85,0.09,0.01,,,616.0,51.6,6.71,0.34,1.57,4.9,0.21,11.2,9.5,2.57,2.7,0.15,0.53,3.36,0.97,1.58,0.21,0.76,0.27,0.05,0.34,0.09,0.45,0.07,0.2,0.05,0.17,0.05,"Gao Li-et al., 2021Liu Zhi2017",,,99.10000000000001,7.329289587774059,-0.5656354095980776,6.3640205067635645,1.982737359249501,3.730223853749704,3.1861366726980656,4.496490161384936,8.131120241789151,11.289210657608974,10.659522117536298,15.355489095128682,64.84210526315789,0.21656050955414013,11.937984496124031,5.705882352941176,9.294117647058822,23.333333333333336
73.25,0.11,14.73,0.34,0.66,0.41,0.86,3.6,4.85,0.17,0.02,,,337.0,41.6,9.41,1.92,12.8,17.5,3.42,228.0,62.9,13.1,58.7,2.28,8.02,4.12,11.9,22.9,2.88,10.8,2.96,0.45,3.19,0.57,2.73,0.46,1.19,0.15,0.79,0.11,"Gao Li-et al., 2021Liu Zhi2017",,,99.0,6.826627087907473,0.6597283367881623,5.89141821318189,2.589500172245747,3.645308549074087,3.6950116825465127,5.183475389216393,7.949187592498733,10.60650961358659,10.89582861956817,15.845618166862957,5.357710651828299,0.15,8.100961538461538,15.063291139240507,28.987341772151897,5.116959064327485
75.72,0.04,14.31,0.14,0.45,0.3,0.48,6.07,1.82,0.07,0.01,,,180.0,21.4,8.87,0.83,2.79,4.41,0.25,4.98,10.7,6.51,10.1,0.71,1.95,0.99,2.41,4.06,0.44,1.52,0.52,0.05,0.6,0.18,1.07,0.19,0.54,0.08,0.5,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,99.41,7.314855521825371,0.0987970238338685,6.307113895123936,2.1438173067331667,3.679082756367975,3.8102864682030995,5.023254928165248,8.989024409771732,10.21391829060742,10.454324746107131,15.355489095128682,16.82242990654206,0.2974910394265233,8.41121495327103,4.82,8.12,17.64
63.0,0.83,17.95,1.75,5.03,2.91,0.87,1.04,4.09,0.15,0.15,,,168.0,10.2,2.05,1.47,19.4,6.89,1.12,591.0,121.0,29.2,175.0,4.92,21.2,2.8,50.5,98.8,11.5,43.3,8.15,1.37,6.78,1.22,5.59,1.08,3.2,0.42,2.8,0.42,"Gao Li-et al., 2021Liu Zhi2017",,,97.77000000000001,5.956665832225342,1.9844200171766953,5.434054732723005,3.6062682383379143,5.217825985445541,5.433910659446761,5.106832772872177,6.4541170626205,9.913388755993958,9.971052627701203,17.27036975612165,1.3884297520661157,0.07577319587628867,16.47058823529412,18.03571428571429,35.285714285714285,6.1517857142857135
64.86,0.9,16.43,1.29,5.08,2.98,1.23,1.25,4.56,0.13,0.09,,,235.0,8.93,1.17,1.1,16.2,6.2,0.73,719.0,30.3,25.8,182.0,5.58,26.2,2.05,52.5,108.0,11.7,44.2,8.26,1.38,7.88,1.0,5.59,1.09,3.24,0.46,3.01,0.48,"Gao Li-et al., 2021Liu Zhi2017",,,98.80000000000001,6.010093228642622,2.09735133179077,5.380288756742543,3.3165311977118828,5.225899742049656,5.458224401099549,5.488888821265541,6.740521630698736,10.19636527825814,10.062754965768324,16.90916149355287,7.755775577557755,0.06790123456790124,26.315789473684212,17.44186046511628,35.88039867109635,8.493150684931507
64.56,0.9,16.06,1.27,5.93,3.11,1.21,1.17,4.68,0.13,0.13,,,252.0,9.46,0.99,1.13,17.5,5.85,0.94,813.0,35.0,40.7,220.0,6.06,25.4,1.95,48.2,100.0,10.9,40.5,8.03,1.56,7.83,1.18,7.4,1.56,4.74,0.68,4.46,0.69,"Gao Li-et al., 2021Liu Zhi2017",,,99.15,5.964730912303872,2.0525217624437815,5.30671850135303,3.241862893076795,5.323333112431165,5.449742330490105,5.4141193038719555,6.5933303370595375,10.112707708962496,9.912631952920963,17.169182179189814,7.2,0.06457142857142857,26.638477801268497,10.807174887892378,22.42152466367713,6.223404255319149
71.81,0.41,13.81,0.92,1.81,0.97,1.73,2.59,5.5,0.07,0.03,,,295.0,12.0,2.27,1.33,15.1,4.94,0.42,294.0,94.9,70.1,206.0,5.85,33.3,8.05,49.8,106.0,12.0,44.8,9.65,0.66,10.2,1.7,11.4,2.33,7.21,1.11,7.27,1.02,"Gao Li-et al., 2021Liu Zhi2017",,,99.64999999999999,6.448130738898288,1.6458234043303024,5.526760349282496,3.306016610697993,4.472102245613115,4.490172927490397,5.946647565220162,7.734293593508297,10.854523772583965,10.005818157375785,16.132325294340777,3.108535300316122,0.0880794701986755,24.583333333333332,6.8500687757909215,14.580467675378268,11.761904761904763
75.07,0.03,15.15,0.04,0.25,0.01,0.51,8.44,0.44,0.06,0.19,,,70.9,56.0,277.0,10.4,35.3,22.2,0.54,3.52,12.0,3.91,19.9,2.09,2.27,4.4,0.25,1.38,0.06,0.23,0.08,0.03,0.17,0.02,0.49,0.09,0.35,0.07,0.63,0.08,"Gao Li-et al., 2021Liu Zhi2017",,,100.18999999999998,7.629660437170163,0.1509671386813823,6.728161139996648,1.2253045398384343,3.348476745655792,0.38970464073505856,4.768203931726828,8.977402126245957,8.1788338034757,9.126399063460632,17.43752186408727,5.908333333333334,0.2946175637393768,1.2660714285714287,0.3968253968253968,2.1904761904761902,41.11111111111111
74.66,0.02,15.41,0.05,0.14,0.06,0.47,8.35,0.48,0.04,0.06,,,77.0,44.1,253.0,15.2,49.6,24.4,0.43,3.14,11.6,2.64,17.3,2.02,4.64,6.2,2.01,3.67,0.35,1.1,0.26,0.05,0.29,0.06,0.39,0.07,0.22,0.04,0.28,0.06,"Gao Li-et al., 2021Liu Zhi2017",,,99.74,7.669407117315648,-0.22500410610845972,6.7578436034167835,1.4771217023007217,2.7756080338736866,2.289809803129514,4.964190721210216,9.296768571373773,8.703985473699754,9.265917628389891,16.62245436607505,6.637931034482759,0.30645161290322576,1.746031746031746,7.178571428571427,13.107142857142856,56.74418604651162
72.69,0.22,14.93,0.29,1.33,0.57,1.09,3.0,3.99,0.15,0.04,0.63,,221.0,13.5,,1.4,9.2,,,501.0,108.0,29.9,32.5,1.1,7.0,3.1,14.7,29.4,3.4,12.4,3.0,0.9,3.5,0.7,4.8,0.9,3.0,0.4,2.6,0.4,"Gou Zheng-Bin, et al., 2016,",,,98.92999999999999,4.394003919116949,-1.2700489298529116,3.0415437848137064,-0.7797743559384438,0.7440314534155495,-0.056052768084176884,0.6438508297063816,1.9204892873437058,2.8086372869489438,-0.04626624203710185,-1.949380516932377,2.0462962962962963,0.15217391304347827,16.37037037037037,5.653846153846153,11.307692307692307,
75.29,0.14,13.24,0.21,0.68,0.29,0.89,2.62,5.04,0.12,0.02,0.4,,191.0,12.5,,1.1,6.0,,,653.0,125.0,19.1,47.3,1.5,8.7,2.1,13.9,27.6,3.1,11.4,2.6,0.9,3.1,0.5,3.1,0.6,1.9,0.3,1.7,0.3,"Gou Zheng-Bin, et al., 2016,",,,98.94000000000003,4.751136814238003,-1.3897342556450485,3.2590326290232445,-0.7515501464409525,0.40393432211413965,-0.4540708513196002,0.6911031398100944,2.0535754178591383,3.4065962349903383,0.23996290110374588,-2.1183026052494207,1.528,0.18333333333333335,15.28,8.176470588235295,16.23529411764706,
71.6,0.17,15.55,0.34,1.02,0.37,0.94,3.89,5.67,0.1,0.03,0.35,,300.0,20.4,,1.9,13.2,,,424.0,86.3,23.4,40.3,1.4,10.4,6.9,13.8,27.9,3.1,11.4,3.0,0.8,3.6,0.7,4.1,0.7,2.2,0.3,1.7,0.2,"Gou Zheng-Bin, et al., 2016,",,,100.02999999999999,4.516483391367618,-1.3904466512469522,3.2231037861677914,-0.45122668688291473,0.6628229678525582,-0.32994243967016607,0.6309745277963387,2.360709230181589,3.4827305340325374,-0.019918501113621725,-1.7371745245455177,3.476245654692932,0.14393939393939395,14.705882352941178,8.11764705882353,16.41176470588235,
